8.48.0-4.b.1.5|8|[[1, 4, 0, 1], [5, 4, 0, 5], [7, 0, 0, 1], [7, 4, 4, 5], [7, 4, 4, 7]]
8.48.0-4.b.1.6|8|[[1, 4, 0, 1], [5, 0, 0, 1], [5, 4, 0, 5], [7, 4, 4, 5], [7, 4, 4, 7]]
8.48.0-4.b.1.7|8|[[1, 0, 0, 5], [1, 0, 4, 3], [1, 4, 4, 5], [3, 0, 0, 3], [5, 4, 0, 5]]
8.48.0-4.b.1.8|8|[[1, 0, 0, 3], [1, 0, 4, 5], [1, 4, 4, 1], [3, 4, 0, 3], [5, 4, 4, 5]]
8.48.0-4.b.1.9|8|[[1, 4, 4, 1], [3, 4, 0, 1], [3, 4, 0, 3], [5, 0, 0, 1], [5, 4, 4, 5]]
8.48.0-4.b.1.10|8|[[1, 0, 4, 1], [1, 4, 0, 1], [3, 0, 0, 3], [7, 0, 0, 1], [7, 4, 4, 5]]
4.48.0-4.c.1.1|4|[[3, 3, 0, 1]]
8.48.0-4.c.1.1|8|[[1, 3, 0, 3], [3, 1, 4, 1], [5, 4, 4, 5]]
8.48.0-4.c.1.2|8|[[3, 0, 4, 3], [3, 5, 4, 1], [7, 4, 4, 3]]
8.48.0-4.c.1.3|8|[[1, 3, 4, 3], [3, 0, 0, 7], [7, 0, 4, 7]]
5.24.0-5.a.1.1|5|[[1, 4, 0, 1], [4, 0, 0, 2]]
5.24.0-5.a.1.2|5|[[1, 2, 0, 3], [1, 4, 0, 3]]
10.24.0-5.a.1.1|10|[[1, 9, 0, 9], [8, 3, 7, 8]]
10.24.0-5.a.1.2|10|[[3, 4, 5, 1], [9, 5, 6, 1]]
5.24.0-5.a.2.1|5|[[1, 3, 0, 1], [3, 4, 0, 4]]
5.24.0-5.a.2.2|5|[[2, 2, 0, 1], [3, 1, 0, 1]]
10.24.0-5.a.2.1|10|[[5, 9, 8, 9], [6, 3, 9, 5]]
10.24.0-5.a.2.2|10|[[3, 8, 3, 5], [4, 7, 5, 8]]
5.120.0-5.a.1.1|5|[[4, 0, 0, 2]]
5.120.0-5.a.1.2|5|[[1, 0, 0, 3]]
10.120.0-5.a.1.1|10|[[1, 3, 5, 2], [9, 9, 0, 7]]
10.120.0-5.a.1.2|10|[[4, 5, 5, 4], [4, 9, 5, 7]]
6.16.0-6.a.1.1|6|[[1, 1, 3, 4], [5, 0, 0, 1]]
6.16.0-6.a.1.2|6|[[4, 3, 3, 5], [4, 5, 3, 5]]
6.16.0-6.b.1.1|6|[[2, 1, 3, 4], [5, 2, 3, 1], [5, 5, 0, 1]]
6.16.0-6.b.1.2|6|[[1, 1, 3, 4], [1, 2, 3, 5], [1, 4, 3, 5]]
6.24.0-6.a.1.1|6|[[5, 1, 0, 5], [5, 5, 0, 1]]
6.24.0-6.a.1.2|6|[[1, 1, 0, 1], [5, 1, 0, 1]]
6.24.0-6.a.1.3|6|[[1, 5, 0, 5], [5, 2, 0, 1]]
6.24.0-6.a.1.4|6|[[1, 0, 0, 5], [1, 1, 0, 1]]
6.48.0-6.a.1.1|6|[[1, 0, 0, 5], [1, 2, 0, 1]]
6.48.0-6.a.1.2|6|[[1, 4, 0, 1], [5, 0, 0, 1]]
6.48.0-6.b.1.1|6|[[1, 2, 0, 1], [5, 3, 0, 1]]
6.48.0-6.b.1.2|6|[[1, 1, 0, 5], [1, 5, 0, 5]]
6.48.0-6.c.1.1|6|[[5, 3, 0, 1], [5, 4, 3, 1]]
6.48.0-6.c.1.2|6|[[1, 2, 3, 5], [4, 1, 3, 2]]
6.48.1-6.a.1.1|6|[[4, 3, 3, 5]]
6.48.1-6.b.1.1|6|[[1, 5, 0, 5], [4, 5, 3, 2]]
6.72.0-6.a.1.1|6|[[1, 3, 0, 1], [5, 0, 0, 1]]
6.72.0-6.a.1.2|6|[[1, 0, 0, 5], [5, 3, 0, 5]]
6.144.1-6.a.1.1|6|[[5, 0, 0, 1]]
6.144.1-6.b.1.1|6|[[5, 3, 0, 1]]
7.16.0-7.a.1.1|7|[[5, 3, 0, 2], [6, 0, 0, 2]]
7.16.0-7.a.1.2|7|[[2, 1, 0, 2], [4, 1, 0, 5]]
7.48.0-7.a.1.1|7|[[1, 2, 0, 1], [6, 2, 0, 4]]
7.48.0-7.a.1.2|7|[[1, 1, 0, 5], [1, 5, 0, 2]]
7.48.0-7.a.2.1|7|[[1, 2, 0, 6], [2, 0, 0, 6]]
7.48.0-7.a.2.2|7|[[4, 3, 0, 1], [6, 3, 0, 1]]
7.48.0-7.b.1.1|7|[[3, 1, 0, 4], [3, 6, 0, 4]]
7.48.0-7.b.1.2|7|[[2, 2, 0, 5], [4, 1, 0, 4]]
7.112.1-7.a.1.1|7|[[2, 0, 0, 2], [5, 0, 0, 4]]
7.112.1-7.b.1.1|7|[[0, 1, 1, 0], [2, 0, 0, 1]]
7.336.3-7.a.1.1|7|[[4, 0, 0, 3]]
7.336.3-7.b.1.1|7|[[4, 0, 0, 6]]
7.336.3-7.b.1.2|7|[[3, 0, 0, 1]]
8.24.0-8.a.1.1|8|[[1, 6, 0, 1], [3, 2, 6, 3], [5, 4, 2, 7]]
8.24.0-8.a.1.2|8|[[1, 0, 2, 5], [1, 2, 6, 7], [5, 6, 4, 5]]
8.24.0-8.a.1.3|8|[[1, 4, 2, 3], [1, 4, 6, 5], [3, 2, 4, 3]]
8.24.0-8.a.1.4|8|[[3, 0, 2, 1], [3, 2, 4, 5], [3, 4, 2, 7]]
8.24.0-8.b.1.1|8|[[3, 6, 0, 1], [5, 0, 2, 3], [7, 4, 4, 5]]
8.24.0-8.b.1.2|8|[[1, 2, 4, 3], [5, 4, 6, 3], [5, 6, 0, 5]]
8.24.0-8.b.1.3|8|[[3, 6, 2, 3], [5, 0, 2, 3], [7, 2, 2, 5]]
8.24.0-8.b.1.4|8|[[1, 6, 6, 1], [3, 0, 2, 5], [5, 4, 4, 7]]
8.24.0-8.c.1.1|8|[[1, 5, 0, 5], [1, 5, 2, 1]]
8.24.0-8.c.1.2|8|[[1, 7, 2, 5], [7, 5, 0, 3]]
8.24.0-8.d.1.1|8|[[1, 1, 0, 5], [3, 3, 0, 5], [5, 1, 4, 5]]
8.24.0-8.d.1.2|8|[[1, 2, 4, 1], [3, 3, 4, 1], [5, 0, 4, 7]]
8.24.0-8.d.1.3|8|[[3, 0, 4, 1], [3, 0, 4, 3], [5, 1, 0, 1]]
8.24.0-8.d.1.4|8|[[1, 0, 0, 3], [1, 1, 4, 1], [7, 2, 4, 5]]
8.24.0-8.g.1.1|8|[[1, 1, 6, 1], [7, 2, 6, 7]]
8.24.0-8.g.1.2|8|[[7, 3, 4, 5], [7, 5, 6, 7]]
8.24.0-8.h.1.1|8|[[1, 7, 0, 5], [1, 7, 2, 1]]
8.24.0-8.h.1.2|8|[[1, 3, 2, 1], [1, 3, 4, 1]]
8.24.0-8.j.1.1|8|[[1, 3, 6, 1], [7, 6, 2, 7]]
8.24.0-8.j.1.2|8|[[5, 3, 2, 1], [7, 0, 6, 3]]
8.24.0-8.k.1.1|8|[[1, 1, 0, 5], [1, 1, 4, 1], [3, 7, 0, 1]]
8.24.0-8.k.1.2|8|[[5, 0, 4, 3], [5, 1, 0, 1], [5, 7, 4, 5]]
8.24.0-8.k.1.3|8|[[3, 3, 4, 5], [5, 4, 0, 3], [7, 0, 4, 7]]
8.24.0-8.k.1.4|8|[[3, 4, 0, 5], [3, 4, 4, 3], [7, 5, 0, 3]]
8.24.0-8.m.1.1|8|[[1, 0, 4, 5], [5, 2, 0, 3], [7, 1, 0, 3]]
8.24.0-8.m.1.2|8|[[1, 1, 4, 3], [7, 2, 4, 3], [7, 3, 0, 3]]
8.24.0-8.m.1.3|8|[[1, 2, 4, 5], [3, 4, 0, 5], [7, 1, 0, 3]]
8.24.0-8.m.1.4|8|[[3, 0, 0, 5], [3, 0, 4, 7], [5, 3, 0, 7]]
8.24.0-8.m.1.5|8|[[1, 2, 4, 3], [5, 5, 4, 7], [7, 1, 4, 3]]
8.24.0-8.m.1.6|8|[[1, 1, 0, 5], [1, 3, 4, 5], [3, 6, 0, 5]]
8.24.0-8.m.1.7|8|[[3, 0, 4, 7], [7, 3, 4, 3], [7, 7, 4, 5]]
8.24.0-8.m.1.8|8|[[1, 7, 0, 5], [5, 2, 0, 3], [5, 6, 4, 7]]
8.24.0-8.n.1.1|8|[[3, 2, 0, 1], [5, 1, 0, 5], [5, 3, 0, 1], [7, 5, 0, 3]]
8.24.0-8.n.1.2|8|[[1, 0, 0, 7], [5, 2, 0, 5], [5, 4, 0, 1], [5, 5, 0, 3]]
8.24.0-8.n.1.3|8|[[1, 6, 0, 7], [5, 5, 0, 3], [5, 6, 0, 7], [7, 6, 0, 3]]
8.24.0-8.n.1.4|8|[[1, 3, 0, 3], [3, 2, 0, 1], [5, 5, 0, 1], [7, 7, 0, 7]]
8.24.0-8.n.1.5|8|[[1, 7, 0, 3], [5, 3, 0, 5], [7, 3, 0, 7], [7, 5, 0, 3]]
8.24.0-8.n.1.6|8|[[3, 1, 0, 5], [5, 7, 0, 1], [7, 1, 0, 1], [7, 7, 0, 5]]
8.24.0-8.n.1.7|8|[[3, 1, 0, 1], [3, 1, 0, 3], [3, 2, 0, 3], [5, 5, 0, 1]]
8.24.0-8.n.1.8|8|[[1, 3, 0, 7], [3, 0, 0, 5], [3, 5, 0, 1], [7, 6, 0, 1]]
8.24.0-8.n.1.9|8|[[1, 1, 0, 1], [1, 5, 0, 3], [3, 3, 0, 7], [5, 4, 0, 5]]
8.24.0-8.n.1.10|8|[[3, 1, 0, 3], [5, 2, 0, 5], [5, 3, 0, 7], [7, 2, 0, 1]]
8.24.0-8.n.1.11|8|[[1, 6, 0, 7], [1, 7, 0, 1], [5, 1, 0, 3], [7, 5, 0, 3]]
8.24.0-8.n.1.12|8|[[3, 1, 0, 3], [3, 7, 0, 5], [5, 2, 0, 3], [5, 2, 0, 7]]
8.24.0-8.o.1.1|8|[[3, 3, 4, 7], [5, 6, 0, 1], [7, 1, 4, 1]]
8.24.0-8.o.1.2|8|[[1, 5, 4, 3], [5, 2, 0, 3], [7, 5, 4, 1]]
8.24.0-8.o.1.3|8|[[1, 2, 0, 5], [3, 1, 4, 3], [5, 7, 4, 3]]
8.24.0-8.o.1.4|8|[[1, 1, 4, 5], [1, 1, 4, 7], [3, 1, 4, 1]]
8.24.0-8.o.1.5|8|[[1, 2, 0, 3], [3, 5, 4, 7], [3, 6, 0, 5]]
8.24.0-8.o.1.6|8|[[3, 3, 4, 1], [5, 1, 4, 5], [7, 0, 0, 1]]
8.24.0-8.o.1.7|8|[[1, 5, 4, 1], [3, 4, 0, 1], [5, 3, 4, 3]]
8.24.0-8.o.1.8|8|[[1, 1, 4, 3], [1, 7, 4, 5], [5, 5, 4, 3]]
8.24.0-8.p.1.1|8|[[5, 2, 4, 3], [5, 4, 4, 1], [7, 3, 0, 3]]
8.24.0-8.p.1.2|8|[[7, 4, 0, 5], [7, 4, 4, 3], [7, 5, 4, 1]]
8.24.0-8.p.1.3|8|[[1, 3, 0, 7], [3, 4, 4, 5], [7, 5, 0, 3]]
8.24.0-8.p.1.4|8|[[3, 3, 0, 7], [7, 6, 4, 3], [7, 7, 0, 1]]
8.24.0-8.p.1.5|8|[[1, 7, 0, 5], [7, 3, 4, 3], [7, 5, 4, 1]]
8.24.0-8.p.1.6|8|[[5, 6, 4, 1], [7, 2, 0, 5], [7, 7, 4, 1]]
8.24.0-8.p.1.7|8|[[1, 1, 4, 7], [3, 6, 4, 7], [5, 3, 0, 1]]
8.24.0-8.p.1.8|8|[[1, 7, 0, 5], [5, 0, 4, 3], [5, 4, 0, 7]]
8.24.1-8.b.1.1|8|[[5, 1, 6, 5], [7, 3, 6, 1], [7, 3, 6, 5]]
8.24.1-8.b.1.2|8|[[1, 0, 0, 7], [3, 5, 6, 3], [7, 4, 0, 3]]
8.24.1-8.b.1.3|8|[[3, 3, 2, 3], [5, 6, 4, 1], [7, 0, 0, 5]]
8.24.1-8.b.1.4|8|[[5, 0, 0, 1], [5, 3, 6, 3], [7, 1, 6, 3]]
8.48.0-8.a.1.1|8|[[1, 0, 4, 1], [1, 2, 4, 5], [7, 0, 2, 1]]
8.48.0-8.a.1.2|8|[[1, 0, 6, 7], [1, 2, 0, 5], [7, 6, 4, 3]]
8.48.0-8.a.1.3|8|[[3, 2, 0, 7], [3, 2, 6, 5], [7, 6, 2, 1]]
8.48.0-8.a.1.4|8|[[5, 2, 4, 1], [5, 6, 2, 3], [7, 4, 4, 7]]
8.48.0-8.b.1.1|8|[[3, 0, 2, 1], [3, 2, 6, 1], [3, 6, 2, 1]]
8.48.0-8.b.1.2|8|[[1, 6, 0, 5], [3, 6, 4, 7], [7, 6, 6, 5]]
8.48.0-8.b.1.3|8|[[1, 0, 4, 1], [1, 4, 6, 3], [7, 2, 2, 5]]
8.48.0-8.b.1.4|8|[[1, 6, 2, 3], [3, 0, 4, 3], [3, 2, 0, 7]]
8.48.0-8.c.1.1|8|[[1, 2, 0, 3], [3, 2, 0, 1], [3, 6, 4, 7], [7, 4, 0, 1]]
8.48.0-8.c.1.2|8|[[1, 6, 0, 5], [3, 4, 0, 5], [5, 2, 4, 1], [7, 0, 0, 1]]
8.48.0-8.c.1.3|8|[[1, 0, 4, 1], [5, 2, 4, 1], [5, 4, 4, 3], [7, 0, 0, 1]]
8.48.0-8.c.1.4|8|[[3, 0, 4, 3], [3, 4, 4, 5], [5, 6, 0, 7], [7, 4, 4, 1]]
8.48.0-8.c.1.5|8|[[1, 4, 4, 7], [3, 2, 4, 1], [7, 6, 0, 5], [7, 6, 4, 5]]
8.48.0-8.c.1.6|8|[[1, 0, 0, 7], [1, 0, 4, 1], [1, 6, 0, 5], [3, 4, 0, 3]]
8.48.0-8.c.1.7|8|[[1, 4, 4, 7], [3, 0, 0, 5], [3, 2, 4, 1], [5, 2, 0, 7]]
8.48.0-8.c.1.8|8|[[1, 6, 0, 5], [3, 4, 0, 3], [5, 6, 0, 7], [7, 6, 4, 3]]
8.48.0-8.c.1.9|8|[[1, 2, 0, 3], [1, 2, 0, 5], [5, 0, 0, 5], [5, 2, 4, 1]]
8.48.0-8.c.1.10|8|[[1, 2, 0, 3], [3, 4, 4, 5], [5, 2, 4, 7], [5, 4, 0, 5]]
8.48.0-8.d.1.1|8|[[1, 6, 4, 7], [3, 6, 4, 7], [5, 6, 0, 5], [7, 6, 4, 5]]
8.48.0-8.d.1.2|8|[[1, 4, 0, 5], [3, 4, 4, 5], [5, 6, 4, 1], [7, 6, 4, 5]]
8.48.0-8.d.1.3|8|[[3, 2, 4, 3], [5, 2, 0, 5], [5, 4, 4, 3], [7, 6, 4, 5]]
8.48.0-8.d.1.4|8|[[1, 4, 0, 5], [5, 0, 0, 7], [7, 0, 4, 3], [7, 2, 4, 5]]
8.48.0-8.d.1.5|8|[[3, 0, 4, 5], [3, 2, 0, 3], [3, 2, 0, 7], [5, 2, 4, 5]]
8.48.0-8.d.1.6|8|[[1, 2, 4, 3], [3, 0, 4, 1], [3, 6, 4, 7], [7, 0, 0, 3]]
8.48.0-8.d.1.7|8|[[3, 0, 0, 5], [3, 2, 0, 7], [3, 4, 0, 1], [3, 6, 4, 3]]
8.48.0-8.d.1.8|8|[[3, 0, 4, 1], [5, 6, 4, 1], [7, 4, 4, 3], [7, 6, 4, 1]]
8.48.0-8.d.1.9|8|[[1, 2, 0, 3], [3, 0, 0, 5], [3, 2, 4, 7], [7, 6, 0, 1]]
8.48.0-8.d.1.10|8|[[1, 6, 4, 3], [5, 4, 0, 7], [5, 4, 4, 3], [5, 6, 0, 5]]
8.48.0-8.d.1.11|8|[[1, 2, 4, 3], [5, 6, 0, 5], [5, 6, 4, 1], [7, 4, 0, 3]]
8.48.0-8.d.1.12|8|[[3, 4, 0, 1], [7, 2, 0, 5], [7, 4, 4, 7], [7, 6, 0, 1]]
8.48.0-8.d.1.13|8|[[1, 0, 0, 5], [3, 2, 0, 3], [7, 0, 4, 3], [7, 2, 4, 5]]
8.48.0-8.d.1.14|8|[[1, 2, 4, 7], [3, 6, 0, 3], [5, 6, 4, 5], [7, 4, 0, 3]]
8.48.0-8.d.1.15|8|[[1, 0, 4, 5], [1, 4, 0, 5], [5, 4, 0, 7], [7, 2, 4, 5]]
8.48.0-8.d.1.16|8|[[1, 0, 4, 1], [1, 6, 0, 7], [5, 2, 0, 1], [7, 2, 0, 5]]
8.48.0-8.d.2.1|8|[[5, 2, 4, 5], [5, 2, 4, 7], [5, 4, 0, 1], [5, 6, 0, 5]]
8.48.0-8.d.2.2|8|[[1, 6, 0, 5], [3, 2, 0, 1], [7, 0, 0, 5], [7, 0, 4, 5]]
8.48.0-8.d.2.3|8|[[3, 0, 4, 7], [3, 4, 0, 5], [3, 6, 0, 1], [7, 6, 4, 3]]
8.48.0-8.d.2.4|8|[[3, 2, 4, 1], [5, 4, 0, 3], [7, 0, 4, 5], [7, 2, 4, 1]]
8.48.0-8.d.2.5|8|[[1, 4, 4, 1], [5, 2, 0, 7], [7, 2, 4, 3], [7, 6, 4, 1]]
8.48.0-8.d.2.6|8|[[3, 6, 0, 1], [5, 4, 0, 3], [5, 6, 0, 5], [7, 6, 4, 3]]
8.48.0-8.d.2.7|8|[[3, 4, 4, 5], [3, 6, 4, 3], [7, 0, 0, 5], [7, 6, 4, 1]]
8.48.0-8.d.2.8|8|[[3, 2, 4, 1], [3, 4, 0, 5], [5, 6, 0, 5], [7, 4, 4, 7]]
8.48.0-8.d.2.9|8|[[1, 2, 0, 5], [3, 2, 0, 3], [5, 0, 4, 1], [5, 2, 0, 7]]
8.48.0-8.d.2.10|8|[[1, 6, 0, 7], [3, 0, 0, 5], [5, 0, 4, 1], [5, 2, 4, 5]]
8.48.0-8.d.2.11|8|[[1, 6, 0, 5], [1, 6, 4, 5], [3, 2, 0, 3], [3, 4, 4, 5]]
8.48.0-8.d.2.12|8|[[3, 2, 4, 3], [7, 2, 0, 1], [7, 4, 4, 5], [7, 6, 4, 1]]
8.48.0-8.d.2.13|8|[[1, 0, 4, 3], [3, 2, 0, 3], [5, 0, 4, 3], [7, 4, 0, 5]]
8.48.0-8.d.2.14|8|[[3, 2, 0, 3], [3, 4, 4, 7], [7, 0, 4, 7], [7, 4, 4, 5]]
8.48.0-8.d.2.15|8|[[1, 4, 4, 1], [1, 4, 4, 3], [3, 6, 0, 3], [5, 4, 0, 3]]
8.48.0-8.d.2.16|8|[[1, 2, 0, 7], [5, 4, 4, 1], [7, 6, 0, 3], [7, 6, 4, 3]]
8.48.0-8.e.1.1|8|[[1, 4, 4, 1], [3, 6, 0, 1], [7, 0, 0, 1], [7, 2, 0, 1]]
8.48.0-8.e.1.2|8|[[1, 6, 4, 7], [3, 0, 4, 7], [3, 4, 0, 1], [5, 4, 0, 1]]
