?|[1,-1,1,-42774074930,3404848444959322]|22.198.10.a.1
?|[0,0,0,-6912972000,221246212374000]|23.253.13.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|23.253.13.a.1
?|[0,0,0,-70125174000,7147587250770750]|23.276.15.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|23.276.15.a.1
?|[1,-1,1,-42774074930,3404848444959322]|23.276.15.a.1
?|[0,0,0,-6912972000,221246212374000]|24.128.7.e.1
?|[1,-1,1,-42774074930,3404848444959322]|24.144.5.bcq.1
?|[0,0,0,-70125174000,7147587250770750]|24.96.3.iz.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|24.96.3.iz.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|24.96.3.iz.1
?|[0,0,0,-6912972000,221246212374000]|25.250.14.a.1
?|[0,0,0,-70125174000,7147587250770750]|25.250.14.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|25.250.14.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|25.250.14.a.1
?|[1,-1,1,-42774074930,3404848444959322]|25.250.14.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|26.156.8.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|26.156.8.b.1
?|[0,0,0,-6912972000,221246212374000]|26.182.9.b.1
?|[0,0,0,-70125174000,7147587250770750]|26.182.9.b.1
?|[1,-1,1,-42774074930,3404848444959322]|26.234.13.a.1
?|[0,0,0,-70125174000,7147587250770750]|27.243.12.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|27.243.12.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|27.243.12.a.1
?|[1,-1,1,-42774074930,3404848444959322]|27.243.12.a.1
?|[0,0,0,-6912972000,221246212374000]|27.324.13.j.1
?|[0,0,0,-70125174000,7147587250770750]|28.168.8.d.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|28.168.8.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|28.168.8.d.1
?|[0,0,0,-6912972000,221246212374000]|28.224.11.d.1
?|[1,-1,1,-42774074930,3404848444959322]|28.288.13.bf.1
?|[0,0,0,-6912972000,221246212374000]|29.406.24.a.1
?|[0,0,0,-70125174000,7147587250770750]|29.406.24.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|29.406.24.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|29.435.26.a.1
?|[1,-1,1,-42774074930,3404848444959322]|29.435.26.a.1
?|[0,0,0,-70125174000,7147587250770750]|30.120.5.bn.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|30.120.5.bn.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|30.120.5.bn.1
?|[0,0,0,-6912972000,221246212374000]|30.160.9.h.1
?|[1,-1,1,-42774074930,3404848444959322]|30.180.10.e.1
?|[0,0,0,0,62]|31.1488.97.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|31.465.28.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|31.465.28.a.1
?|[1,-1,1,-42774074930,3404848444959322]|31.465.28.a.1
?|[0,0,0,-6912972000,221246212374000]|31.496.30.a.1
?|[0,0,0,-70125174000,7147587250770750]|31.496.30.a.1
?|[0,0,0,-6912972000,221246212374000]|32.256.14.a.1
?|[0,0,0,-70125174000,7147587250770750]|32.256.14.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|32.256.14.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|32.256.14.a.1
?|[1,-1,1,-42774074930,3404848444959322]|32.384.21.mm.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|33.330.17.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|33.330.17.d.1
?|[0,0,0,-70125174000,7147587250770750]|33.396.22.d.1
?|[1,-1,1,-42774074930,3404848444959322]|33.396.22.d.1
?|[0,0,0,-6912972000,221246212374000]|33.440.27.b.1
?|[0,0,0,-6912972000,221246212374000]|34.272.15.b.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|34.272.15.b.1
?|[0,0,0,-70125174000,7147587250770750]|34.306.18.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|34.306.18.b.1
?|[1,-1,1,-42774074930,3404848444959322]|34.408.25.a.1
?|[0,0,0,0,350]|35.1680.112.a.1
?|[0,0,0,-70125174000,7147587250770750]|35.420.26.d.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|35.420.26.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|35.420.26.d.1
?|[1,-1,1,-42774074930,3404848444959322]|35.480.29.l.1
?|[0,0,0,-6912972000,221246212374000]|35.560.35.d.1
?|[0,0,0,-70125174000,7147587250770750]|36.216.10.bl.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|36.216.10.bl.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|36.216.10.bl.1
?|[0,0,0,-6912972000,221246212374000]|36.288.17.cd.1
?|[1,-1,1,-42774074930,3404848444959322]|36.324.16.y.1
?|[0,0,0,-70125174000,7147587250770750]|37.666.43.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|37.666.43.a.1
?|[0,0,0,-6912972000,221246212374000]|37.703.45.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|37.703.45.a.1
?|[1,-1,1,-42774074930,3404848444959322]|37.703.45.a.1
?|[0,0,0,-70125174000,7147587250770750]|38.342.20.b.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|38.342.20.b.1
?|[0,0,0,-6912972000,221246212374000]|38.380.22.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|38.380.22.b.1
?|[1,-1,1,-42774074930,3404848444959322]|38.513.32.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|39.468.28.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|39.468.28.d.1
?|[1,-1,1,-42774074930,3404848444959322]|39.468.28.d.1
?|[0,0,0,-70125174000,7147587250770750]|39.546.33.d.1
?|[0,0,0,-6912972000,221246212374000]|39.728.47.b.1
?|[0,0,0,-6912972000,221246212374000]|40.320.19.h.1
?|[0,0,0,-70125174000,7147587250770750]|40.320.19.h.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|40.320.19.h.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|40.320.19.h.1
?|[1,-1,1,-42774074930,3404848444959322]|40.480.29.cbq.1
27.a4|[0,0,1,0,0]|3.12.0.a.1-3.1
27.a1|[0,0,1,-270,-1708]|3.4.0.a.1-3.2
27.a2|[0,0,1,-30,63]|3.4.0.a.1-3.1
27.a4|[0,0,1,0,0]|6.24.1.b.1-6.1
27.a1|[0,0,1,-270,-1708]|6.8.0.b.1-6.2
27.a2|[0,0,1,-30,63]|6.8.0.b.1-6.1
27.a3|[0,0,1,0,-7]|9.108.1.b.1-9.2
27.a4|[0,0,1,0,0]|9.108.1.b.1-9.1
27.a1|[0,0,1,-270,-1708]|9.36.0.e.1-9.2
27.a2|[0,0,1,-30,63]|9.36.0.e.1-9.1
27.a1|[0,0,1,-270,-1708]|12.32.1.c.1-12.2
27.a2|[0,0,1,-30,63]|12.32.1.c.1-12.1
27.a4|[0,0,1,0,0]|12.96.5.f.1-12.2
27.a3|[0,0,1,0,-7]|15.240.13.d.1-15.2
27.a1|[0,0,1,-270,-1708]|15.80.3.b.1-15.2
27.a2|[0,0,1,-30,63]|15.80.3.b.1-15.1
27.a3|[0,0,1,0,-7]|18.216.10.y.1-18.2
27.a4|[0,0,1,0,0]|18.216.10.y.1-18.1
27.a1|[0,0,1,-270,-1708]|18.72.3.o.1-18.2
27.a2|[0,0,1,-30,63]|18.72.3.o.1-18.1
27.a1|[0,0,1,-270,-1708]|21.224.11.b.1-21.2
27.a2|[0,0,1,-30,63]|21.224.11.b.1-21.1
27.a4|[0,0,1,0,0]|21.672.41.d.1-21.2
27.a1|[0,0,1,-270,-1708]|24.128.7.e.1-24.2
27.a2|[0,0,1,-30,63]|24.128.7.e.1-24.1
27.a4|[0,0,1,0,0]|24.384.25.v.1-24.4
27.a1|[0,0,1,-270,-1708]|27.324.13.j.1-27.2
27.a2|[0,0,1,-30,63]|27.324.13.j.1-27.1
27.a3|[0,0,1,0,-7]|27.972.55.l.1-27.2
27.a4|[0,0,1,0,0]|27.972.55.l.1-27.1
27.a1|[0,0,1,-270,-1708]|30.160.9.h.1-30.2
27.a2|[0,0,1,-30,63]|30.160.9.h.1-30.1
27.a3|[0,0,1,0,-7]|30.480.33.w.1-30.2
27.a4|[0,0,1,0,0]|33.1320.91.d.1-33.2
27.a1|[0,0,1,-270,-1708]|33.440.27.b.1-33.2
27.a2|[0,0,1,-30,63]|33.440.27.b.1-33.1
27.a1|[0,0,1,-270,-1708]|36.288.17.cd.1-36.4
27.a2|[0,0,1,-30,63]|36.288.17.cd.1-36.3
27.a3|[0,0,1,0,-7]|36.864.55.ez.1-36.4
27.a4|[0,0,1,0,0]|36.864.55.ez.1-36.3
27.a4|[0,0,1,0,0]|39.2184.155.d.1-39.2
27.a1|[0,0,1,-270,-1708]|39.728.47.b.1-39.2
27.a2|[0,0,1,-30,63]|39.728.47.b.1-39.1
32.a4|[0,0,0,4,0]|4.12.0.d.1-4.2
32.a3|[0,0,0,-1,0]|4.12.0.a.1-4.2
32.a1|[0,0,0,-11,-14]|4.6.0.c.1-4.2
32.a1|[0,0,0,-11,-14]|8.24.0.y.1-8.2
32.a2|[0,0,0,-11,14]|8.24.0.y.1-8.1
32.a4|[0,0,0,4,0]|8.48.1.bn.1-8.1
32.a3|[0,0,0,-1,0]|8.48.1.c.1-8.1
32.a4|[0,0,0,4,0]|12.72.3.bj.1-12.4
32.a3|[0,0,0,-1,0]|12.72.3.c.1-12.4
32.a4|[0,0,0,4,0]|16.192.9.fl.1-16.1
32.a3|[0,0,0,-1,0]|16.192.9.g.1-16.1
32.a1|[0,0,0,-11,-14]|16.96.3.dv.1-16.2
32.a2|[0,0,0,-11,14]|16.96.3.dv.1-16.1
32.a1|[0,0,0,-11,-14]|20.180.7.j.1-20.4
32.a4|[0,0,0,4,0]|20.360.19.bn.1-20.4
32.a3|[0,0,0,-1,0]|20.360.19.c.1-20.4
32.a4|[0,0,0,4,0]|22.330.18.e.1
32.a1|[0,0,0,-11,-14]|24.144.7.um.1-24.2
32.a2|[0,0,0,-11,14]|24.144.7.um.1-24.1
32.a4|[0,0,0,4,0]|24.288.17.djv.1-24.1
32.a3|[0,0,0,-1,0]|24.288.17.bo.1-24.1
32.a4|[0,0,0,4,0]|26.546.33.c.1
32.a1|[0,0,0,-11,-14]|28.252.13.j.1-28.4
32.a2|[0,0,0,-11,14]|28.252.13.j.1-28.3
32.a4|[0,0,0,4,0]|28.504.31.bj.1-28.4
32.a3|[0,0,0,-1,0]|28.504.31.c.1-28.4
32.a4|[0,0,0,4,0]|30.540.33.bf.1
32.a1|[0,0,0,-11,-14]|32.384.21.ld.1-32.2
32.a2|[0,0,0,-11,14]|32.384.21.ld.1-32.1
32.a4|[0,0,0,4,0]|32.768.49.mi.1-32.1
32.a3|[0,0,0,-1,0]|32.768.49.h.1-32.1
32.a4|[0,0,0,4,0]|34.918.60.b.1
32.a1|[0,0,0,-11,-14]|36.324.19.k.1-36.4
32.a2|[0,0,0,-11,14]|36.324.19.k.1-36.3
32.a4|[0,0,0,4,0]|36.648.43.bz.1-36.4
32.a3|[0,0,0,-1,0]|36.648.43.c.1-36.4
32.a4|[0,0,0,4,0]|38.1026.68.d.1
32.a4|[0,0,0,4,0]|40.1440.97.ebp.1-40.1
32.a3|[0,0,0,-1,0]|40.1440.97.bq.1-40.1
32.a1|[0,0,0,-11,-14]|40.720.43.ya.1-40.2
32.a2|[0,0,0,-11,14]|40.720.43.ya.1-40.1
36.a2|[0,0,0,-15,22]|3.4.0.a.1-3.1
36.a1|[0,0,0,-135,-594]|3.4.0.a.1-3.2
36.a2|[0,0,0,-15,22]|6.12.0.a.1-6.1
36.a1|[0,0,0,-135,-594]|6.12.0.a.1-6.2
36.a4|[0,0,0,0,1]|6.24.0.b.1-6.1
36.a3|[0,0,0,0,-27]|6.24.0.b.1-6.2
36.a2|[0,0,0,-15,22]|9.36.0.g.1-9.1
36.a1|[0,0,0,-135,-594]|9.36.0.g.1-9.2
36.a2|[0,0,0,-15,22]|12.48.1.p.1-12.1
36.a1|[0,0,0,-135,-594]|12.48.1.p.1-12.2
36.a4|[0,0,0,0,1]|12.96.3.p.1-12.1
36.a3|[0,0,0,0,-27]|12.96.3.p.1-12.2
36.a2|[0,0,0,-15,22]|15.80.3.b.1-15.1
36.a1|[0,0,0,-135,-594]|15.80.3.b.1-15.2
36.a2|[0,0,0,-15,22]|18.108.4.h.1-18.1
36.a1|[0,0,0,-135,-594]|18.108.4.h.1-18.2
36.a4|[0,0,0,0,1]|18.216.10.w.1-18.1
36.a3|[0,0,0,0,-27]|18.216.10.w.1-18.2
36.a4|[0,0,0,0,1]|21.224.11.b.1-21.1
36.a2|[0,0,0,-15,22]|21.224.11.b.1-21.1
36.a1|[0,0,0,-135,-594]|21.224.11.b.1-21.2
36.a4|[0,0,0,0,1]|23.253.13.a.1
36.a2|[0,0,0,-15,22]|24.192.9.rn.1-24.1
36.a1|[0,0,0,-135,-594]|24.192.9.rn.1-24.2
36.a4|[0,0,0,0,1]|24.384.21.fc.1-24.1
36.a3|[0,0,0,0,-27]|24.384.21.fc.1-24.2
36.a4|[0,0,0,0,1]|25.250.14.a.1
36.a4|[0,0,0,0,1]|27.324.18.b.1-27.1
36.a2|[0,0,0,-15,22]|27.324.18.b.1-27.1
36.a1|[0,0,0,-135,-594]|27.324.18.b.1-27.2
36.a4|[0,0,0,0,1]|29.406.24.a.1
36.a2|[0,0,0,-15,22]|30.240.13.b.1-30.1
36.a1|[0,0,0,-135,-594]|30.240.13.b.1-30.2
36.a4|[0,0,0,0,1]|30.480.29.o.1-30.1
36.a3|[0,0,0,0,-27]|30.480.29.o.1-30.2
36.a4|[0,0,0,0,1]|31.496.30.a.1
36.a4|[0,0,0,0,1]|33.440.27.b.1-33.1
36.a2|[0,0,0,-15,22]|33.440.27.b.1-33.1
36.a1|[0,0,0,-135,-594]|33.440.27.b.1-33.2
36.a4|[0,0,0,0,1]|35.560.35.d.1
36.a2|[0,0,0,-15,22]|36.432.25.fz.1-36.1
36.a1|[0,0,0,-135,-594]|36.432.25.fz.1-36.2
36.a4|[0,0,0,0,1]|36.864.55.eq.1-36.1
36.a3|[0,0,0,0,-27]|36.864.55.eq.1-36.2
36.a4|[0,0,0,0,1]|37.703.45.a.1
36.a4|[0,0,0,0,1]|39.728.47.b.1-39.1
36.a2|[0,0,0,-15,22]|39.728.47.b.1-39.1
36.a1|[0,0,0,-135,-594]|39.728.47.b.1-39.2
49.a4|[1,-1,0,-2,-1]|7.24.0.b.1-7.2
49.a3|[1,-1,0,-37,-78]|7.24.0.b.1-7.2
49.a2|[1,-1,0,-107,552]|7.24.0.b.1-7.1
49.a1|[1,-1,0,-1822,30393]|7.24.0.b.1-7.1
49.a4|[1,-1,0,-2,-1]|14.144.4.f.1-14.2
49.a2|[1,-1,0,-107,552]|14.144.4.f.1-14.1
49.a3|[1,-1,0,-37,-78]|14.72.1.b.1-14.4
49.a1|[1,-1,0,-1822,30393]|14.72.1.b.1-14.3
49.a4|[1,-1,0,-2,-1]|21.144.7.g.1-21.4
49.a3|[1,-1,0,-37,-78]|21.144.7.g.1-21.4
49.a2|[1,-1,0,-107,552]|21.144.7.g.1-21.3
49.a1|[1,-1,0,-1822,30393]|21.144.7.g.1-21.3
49.a3|[1,-1,0,-37,-78]|28.288.13.bf.1-28.6
49.a1|[1,-1,0,-1822,30393]|28.288.13.bf.1-28.5
49.a4|[1,-1,0,-2,-1]|28.576.31.bt.1-28.4
49.a2|[1,-1,0,-107,552]|28.576.31.bt.1-28.3
49.a4|[1,-1,0,-2,-1]|35.480.29.l.1-35.4
49.a3|[1,-1,0,-37,-78]|35.480.29.l.1-35.4
49.a2|[1,-1,0,-107,552]|35.480.29.l.1-35.3
49.a1|[1,-1,0,-1822,30393]|35.480.29.l.1-35.3
64.a3|[0,0,0,-4,0]|4.12.0.a.1-4.1
64.a4|[0,0,0,1,0]|4.12.0.d.1-4.1
64.a2|[0,0,0,-44,112]|4.6.0.c.1-4.1
64.a1|[0,0,0,-44,-112]|8.24.0.y.1-8.4
64.a2|[0,0,0,-44,112]|8.24.0.y.1-8.3
64.a3|[0,0,0,-4,0]|8.48.1.c.1-8.2
64.a4|[0,0,0,1,0]|8.48.1.bn.1-8.2
64.a1|[0,0,0,-44,-112]|12.36.1.j.1-12.4
64.a2|[0,0,0,-44,112]|12.36.1.j.1-12.3
64.a3|[0,0,0,-4,0]|12.72.3.c.1-12.1
64.a4|[0,0,0,1,0]|12.72.3.bj.1-12.1
64.a3|[0,0,0,-4,0]|16.192.9.g.1-16.2
64.a4|[0,0,0,1,0]|16.192.9.fl.1-16.2
64.a1|[0,0,0,-44,-112]|16.96.3.dv.1-16.4
64.a2|[0,0,0,-44,112]|16.96.3.dv.1-16.3
64.a2|[0,0,0,-44,112]|20.180.7.j.1-20.3
64.a3|[0,0,0,-4,0]|20.360.19.c.1-20.1
64.a4|[0,0,0,1,0]|20.360.19.bn.1-20.1
64.a4|[0,0,0,1,0]|21.126.4.d.1
64.a3|[0,0,0,-4,0]|22.330.21.b.1
64.a4|[0,0,0,1,0]|23.253.13.a.1
64.a1|[0,0,0,-44,-112]|24.144.7.um.1-24.8
64.a2|[0,0,0,-44,112]|24.144.7.um.1-24.7
64.a3|[0,0,0,-4,0]|24.288.17.bo.1-24.4
64.a4|[0,0,0,1,0]|24.288.17.djv.1-24.4
64.a4|[0,0,0,1,0]|25.375.22.a.1
64.a3|[0,0,0,-4,0]|26.546.36.b.1
64.a4|[0,0,0,1,0]|27.243.12.a.1
64.a3|[0,0,0,-4,0]|28.504.31.c.1-28.1
64.a4|[0,0,0,1,0]|28.504.31.bj.1-28.1
64.a4|[0,0,0,1,0]|29.435.26.a.1
64.a3|[0,0,0,-4,0]|30.540.37.l.1
64.a4|[0,0,0,1,0]|31.465.28.a.1
64.a1|[0,0,0,-44,-112]|32.384.21.ld.1-32.4
64.a2|[0,0,0,-44,112]|32.384.21.ld.1-32.3
64.a3|[0,0,0,-4,0]|32.768.49.h.1-32.2
64.a4|[0,0,0,1,0]|32.768.49.mi.1-32.2
64.a4|[0,0,0,1,0]|33.330.17.d.1
64.a3|[0,0,0,-4,0]|34.918.64.a.1
64.a4|[0,0,0,1,0]|35.630.40.d.1
64.a3|[0,0,0,-4,0]|36.648.43.c.1-36.1
64.a4|[0,0,0,1,0]|36.648.43.bz.1-36.1
64.a4|[0,0,0,1,0]|37.703.45.a.1
64.a3|[0,0,0,-4,0]|38.1026.73.a.1
64.a4|[0,0,0,1,0]|39.546.33.d.1
64.a3|[0,0,0,-4,0]|40.1440.97.bq.1-40.4
64.a4|[0,0,0,1,0]|40.1440.97.ebp.1-40.4
64.a1|[0,0,0,-44,-112]|40.720.43.ya.1-40.8
64.a2|[0,0,0,-44,112]|40.720.43.ya.1-40.7
108.a2|[0,0,0,0,4]|6.24.0.c.1-6.1
108.a1|[0,0,0,0,-108]|6.24.0.c.1-6.2
108.a2|[0,0,0,0,4]|12.96.4.a.1-12.1
108.a1|[0,0,0,0,-108]|12.96.4.a.1-12.2
108.a2|[0,0,0,0,4]|18.216.7.q.1-18.1
108.a1|[0,0,0,0,-108]|18.216.7.q.1-18.2
108.a2|[0,0,0,0,4]|24.384.24.a.1-24.1
108.a1|[0,0,0,0,-108]|24.384.24.a.1-24.2
108.a2|[0,0,0,0,4]|30.480.31.f.1-30.1
108.a1|[0,0,0,0,-108]|30.480.31.f.1-30.2
