?|[0,0,0,-6912972000,221246212374000]|1.1.0.a.1
?|[0,0,0,-70125174000,7147587250770750]|1.1.0.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|1.1.0.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|1.1.0.a.1
?|[1,-1,1,-42774074930,3404848444959322]|2.3.0.a.1
?|[0,0,0,-70125174000,7147587250770750]|3.3.0.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|3.3.0.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|3.3.0.a.1
?|[1,-1,1,-42774074930,3404848444959322]|3.3.0.a.1
?|[0,0,0,-6912972000,221246212374000]|3.4.0.a.1
?|[0,0,0,-6912972000,221246212374000]|4.4.0.a.1
?|[0,0,0,-70125174000,7147587250770750]|4.4.0.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|4.4.0.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|4.4.0.a.1
?|[1,-1,1,-42774074930,3404848444959322]|4.6.0.e.1
?|[0,0,0,-6912972000,221246212374000]|5.10.0.a.1
?|[0,0,0,-70125174000,7147587250770750]|5.10.0.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|5.10.0.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|5.10.0.a.1
?|[1,-1,1,-42774074930,3404848444959322]|5.10.0.a.1
?|[0,0,0,-70125174000,7147587250770750]|6.6.0.d.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|6.6.0.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|6.6.0.d.1
?|[0,0,0,-6912972000,221246212374000]|6.8.0.b.1
?|[1,-1,1,-42774074930,3404848444959322]|6.9.0.a.1
?|[0,0,0,-70125174000,7147587250770750]|7.21.0.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|7.21.0.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|7.21.0.a.1
?|[1,-1,1,-42774074930,3404848444959322]|7.24.0.b.1
?|[0,0,0,-6912972000,221246212374000]|7.28.0.a.1
?|[0,0,0,-6912972000,221246212374000]|8.16.0.a.1
?|[0,0,0,-70125174000,7147587250770750]|8.16.0.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|8.16.0.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|8.16.0.a.1
?|[1,-1,1,-42774074930,3404848444959322]|8.24.0.bi.1
?|[0,0,0,-70125174000,7147587250770750]|9.27.0.b.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|9.27.0.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|9.27.0.b.1
?|[1,-1,1,-42774074930,3404848444959322]|9.27.0.b.1
?|[0,0,0,-6912972000,221246212374000]|9.36.0.e.1
?|[0,0,0,-6912972000,221246212374000]|10.20.0.b.1
?|[0,0,0,-70125174000,7147587250770750]|10.20.0.b.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|10.20.0.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|10.20.0.b.1
?|[1,-1,1,-42774074930,3404848444959322]|10.30.1.a.1
?|[0,0,0,-6912972000,221246212374000]|11.55.1.b.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|11.55.1.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|11.55.1.b.1
?|[0,0,0,-70125174000,7147587250770750]|11.66.2.a.1
?|[1,-1,1,-42774074930,3404848444959322]|11.66.2.a.1
?|[0,0,0,-70125174000,7147587250770750]|12.24.0.r.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|12.24.0.r.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|12.24.0.r.1
?|[0,0,0,-6912972000,221246212374000]|12.32.1.c.1
?|[1,-1,1,-42774074930,3404848444959322]|12.36.0.s.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|13.78.3.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|13.78.3.a.1
?|[1,-1,1,-42774074930,3404848444959322]|13.78.3.a.1
?|[0,0,0,-6912972000,221246212374000]|13.91.3.b.1
?|[0,0,0,-70125174000,7147587250770750]|13.91.3.b.1
?|[0,0,0,-70125174000,7147587250770750]|14.42.1.b.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|14.42.1.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|14.42.1.b.1
?|[0,0,0,-6912972000,221246212374000]|14.56.1.b.1
?|[1,-1,1,-42774074930,3404848444959322]|14.72.1.b.1
?|[0,0,0,-70125174000,7147587250770750]|15.60.2.d.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|15.60.2.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|15.60.2.d.1
?|[1,-1,1,-42774074930,3404848444959322]|15.60.2.d.1
?|[0,0,0,-6912972000,221246212374000]|15.80.3.b.1
?|[0,0,0,-6912972000,221246212374000]|16.64.2.a.1
?|[0,0,0,-70125174000,7147587250770750]|16.64.2.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|16.64.2.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|16.64.2.a.1
?|[1,-1,1,-42774074930,3404848444959322]|16.96.3.ev.1
?|[0,0,0,-6912972000,221246212374000]|17.136.6.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|17.136.6.a.1
?|[1,-1,1,-42774074930,3404848444959322]|17.136.6.a.1
?|[0,0,0,-70125174000,7147587250770750]|17.153.7.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|17.153.7.a.1
?|[0,0,0,-70125174000,7147587250770750]|18.54.1.c.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|18.54.1.c.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|18.54.1.c.1
?|[0,0,0,-6912972000,221246212374000]|18.72.3.o.1
?|[1,-1,1,-42774074930,3404848444959322]|18.81.3.a.1
?|[0,0,0,-70125174000,7147587250770750]|19.171.8.a.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|19.171.8.a.1
?|[1,-1,1,-42774074930,3404848444959322]|19.171.8.a.1
?|[0,0,0,-6912972000,221246212374000]|19.190.9.a.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|19.190.9.a.1
?|[1,-1,1,-42774074930,3404848444959322]|20.120.5.cc.1
?|[0,0,0,-6912972000,221246212374000]|20.80.3.d.1
?|[0,0,0,-70125174000,7147587250770750]|20.80.3.d.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|20.80.3.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|20.80.3.d.1
?|[0,0,0,-70125174000,7147587250770750]|21.126.4.d.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|21.126.4.d.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|21.126.4.d.1
?|[1,-1,1,-42774074930,3404848444959322]|21.144.7.g.1
?|[0,0,0,-6912972000,221246212374000]|21.224.11.b.1
?|[0,0,0,-6912972000,221246212374000]|22.110.4.b.1
?|[0,0,0,-88729167093641679667753922000,10172968992705224508715405455939876490302250]|22.110.4.b.1
?|[0,0,1,-4712614768804250,124520548791459315064281]|22.110.4.b.1
?|[0,0,0,-70125174000,7147587250770750]|22.132.6.b.1
