id|label|level|generators
bigint|text|integer|integer[]

31952|28.1152.31.365|28|{{23,14,0,15},{11,12,0,27},{27,17,0,1}}
31953|28.1152.31.366|28|{{5,27,0,19},{25,26,0,17},{23,12,0,19}}
31954|28.1152.31.367|28|{{13,21,22,17},{9,26,4,1}}
31955|28.1152.31.368|28|{{13,12,18,5},{27,26,21,3}}
31956|28.1152.31.369|28|{{11,4,0,3},{1,10,15,13}}
31624|28.1152.31.37|28|{{17,10,6,7},{15,2,10,9},{5,14,2,27}}
31957|28.1152.31.370|28|{{27,0,0,11},{1,21,0,3},{13,6,0,25}}
31958|28.1152.31.371|28|{{15,13,0,13},{15,26,0,15},{5,27,0,27}}
31959|28.1152.31.372|28|{{19,27,0,5},{11,1,0,17},{15,14,0,15}}
31960|28.1152.31.373|28|{{23,18,22,5},{13,20,14,15},{21,18,6,23}}
31961|28.1152.31.374|28|{{11,24,8,23},{13,18,4,21},{19,18,2,5}}
31962|28.1152.31.375|28|{{3,16,24,11},{23,6,4,27},{9,4,22,19}}
31963|28.1152.31.376|28|{{13,12,0,27},{1,2,0,19},{15,6,0,15}}
31964|28.1152.31.377|28|{{9,2,0,27},{3,16,0,15},{17,4,0,27}}
31965|28.1152.31.378|28|{{1,2,0,27},{19,24,0,23},{11,4,0,17}}
31966|28.1152.31.379|28|{{5,24,22,3},{15,8,10,25},{7,18,22,17}}
31625|28.1152.31.38|28|{{17,8,20,25},{15,6,14,17},{25,10,18,7}}
31967|28.1152.31.380|28|{{17,0,10,15},{17,22,20,25},{3,18,24,7}}
31968|28.1152.31.381|28|{{3,20,18,21},{27,18,6,1},{11,22,24,7}}
31969|28.1152.31.382|28|{{13,14,0,23},{15,24,0,3},{1,10,0,5}}
31970|28.1152.31.383|28|{{9,6,0,13},{27,12,0,1},{13,0,0,27}}
31971|28.1152.31.384|28|{{1,14,0,13},{3,12,0,25},{15,0,0,27}}
31972|28.1152.31.385|28|{{5,10,22,17},{3,2,26,5},{21,18,10,11}}
31973|28.1152.31.386|28|{{23,2,22,23},{11,12,8,5},{7,20,12,15}}
31974|28.1152.31.387|28|{{11,8,24,21},{19,10,6,9},{9,10,2,11}}
31975|28.1152.31.388|28|{{15,16,0,27},{1,20,0,27},{27,22,0,17}}
31976|28.1152.31.389|28|{{13,2,0,15},{25,4,0,27},{15,4,0,27}}
31626|28.1152.31.39|28|{{15,14,10,13},{19,18,26,17},{19,22,10,1}}
31977|28.1152.31.390|28|{{19,14,0,5},{13,14,0,15},{5,2,0,5}}
31978|28.1152.31.391|28|{{13,14,0,5},{1,8,0,23},{27,10,0,1}}
31979|28.1152.31.392|28|{{17,18,0,13},{11,16,0,13},{13,26,0,27}}
31980|28.1152.31.393|28|{{19,14,0,23},{5,2,0,5},{25,0,0,11}}
31981|28.1152.31.394|28|{{15,8,0,27},{21,18,26,19},{19,10,10,11}}
31982|28.1152.31.395|28|{{13,18,14,19},{7,20,16,17},{17,16,24,11}}
31983|28.1152.31.396|28|{{21,22,10,3},{19,10,2,7},{19,2,2,9}}
31984|28.1152.31.397|28|{{27,8,0,23},{13,22,0,17},{1,10,0,19}}
31985|28.1152.31.398|28|{{13,2,0,13},{23,10,0,27},{27,18,0,13}}
31986|28.1152.31.399|28|{{17,14,0,17},{3,10,0,17},{11,10,0,3}}
31591|28.1152.31.4|28|{{7,10,2,9},{1,22,14,27},{20,5,17,15}}
31627|28.1152.31.40|28|{{17,10,14,11},{21,2,22,7},{7,18,26,5}}
31987|28.1152.31.400|28|{{15,6,0,3},{27,0,0,23},{15,6,0,13}}
31988|28.1152.31.401|28|{{25,0,0,15},{19,0,0,15},{15,6,0,13}}
31989|28.1152.31.402|28|{{19,0,0,23},{1,20,0,15},{17,26,0,3}}
31990|28.1152.31.403|28|{{27,14,14,27},{9,26,18,1},{19,2,26,21}}
31991|28.1152.31.404|28|{{23,4,8,19},{9,10,8,21},{17,22,6,11}}
31992|28.1152.31.405|28|{{23,10,2,11},{17,6,26,25},{25,26,18,3}}
31993|28.1152.31.406|28|{{5,2,10,13},{13,0,0,27},{11,6,18,15}}
31994|28.1152.31.407|28|{{21,4,12,19},{21,26,26,17},{7,12,12,17}}
31995|28.1152.31.408|28|{{9,26,26,19},{19,22,10,15},{1,12,8,23}}
31996|28.1152.31.409|28|{{1,18,0,5},{13,26,0,13},{1,19,0,19}}
31628|28.1152.31.41|28|{{5,0,8,9},{15,24,16,3},{3,14,14,17}}
31997|28.1152.31.410|28|{{9,14,0,13},{9,9,0,15},{5,0,0,1}}
31998|28.1152.31.411|28|{{17,12,0,25},{5,5,0,23},{5,26,0,5}}
31999|28.1152.31.412|28|{{1,25,0,23},{13,2,0,9},{13,22,0,5}}
32000|28.1152.31.413|28|{{17,22,0,1},{1,21,0,27},{13,27,0,15}}
32001|28.1152.31.414|28|{{9,5,0,23},{9,17,0,19},{13,11,0,27}}
32002|28.1152.31.415|28|{{15,22,0,3},{15,12,0,9},{15,22,0,17}}
32003|28.1152.31.416|28|{{9,2,0,27},{23,16,0,1},{15,6,0,13}}
32004|28.1152.31.417|28|{{23,14,0,19},{11,22,0,17},{25,6,0,3}}
32005|28.1152.31.418|28|{{1,8,0,11},{15,4,0,19},{15,20,0,11}}
32006|28.1152.31.419|28|{{11,0,0,15},{15,12,0,1},{23,0,0,27}}
31629|28.1152.31.42|28|{{23,2,14,5},{27,16,20,19},{9,0,20,5}}
32007|28.1152.31.420|28|{{11,0,0,3},{9,8,0,23},{1,24,0,13}}
32008|28.1152.31.421|28|{{1,14,22,5},{19,16,8,19},{15,0,0,1}}
32009|28.1152.31.422|28|{{3,18,6,19},{25,14,18,13},{7,26,26,17}}
32010|28.1152.31.423|28|{{5,2,2,9},{27,2,26,1},{27,8,24,23}}
32011|28.1152.31.424|28|{{25,26,18,17},{7,24,4,3},{9,4,16,23}}
32012|28.1152.31.425|28|{{3,18,6,19},{21,24,12,7},{3,24,24,23}}
32013|28.1152.31.426|28|{{23,18,22,19},{25,12,4,3},{25,14,26,17}}
32014|28.1152.31.427|28|{{21,17,12,7},{23,4,14,1}}
32015|28.1152.31.428|28|{{25,12,22,19},{19,11,16,5}}
32016|28.1152.31.429|28|{{21,26,8,15},{7,26,13,21}}
31630|28.1152.31.43|28|{{13,0,0,25},{1,9,0,23},{13,21,0,3}}
32017|28.1152.31.430|28|{{1,0,0,23},{13,10,0,25},{27,6,0,11}}
32018|28.1152.31.431|28|{{19,26,0,15},{15,24,0,1},{1,16,0,15}}
32019|28.1152.31.432|28|{{19,22,0,23},{25,0,0,11},{17,10,0,25}}
32020|28.1152.31.433|28|{{19,10,6,23},{17,2,2,21},{25,6,14,27}}
32021|28.1152.31.434|28|{{25,10,22,23},{27,18,18,7},{3,4,24,7}}
32022|28.1152.31.435|28|{{19,12,8,13},{7,2,22,21},{25,6,22,3}}
32023|28.1152.31.436|28|{{27,4,0,15},{13,12,0,1},{15,16,0,9}}
32024|28.1152.31.437|28|{{23,16,0,1},{3,16,0,15},{5,20,0,1}}
32025|28.1152.31.438|28|{{11,16,0,11},{5,0,0,23},{5,8,0,9}}
32026|28.1152.31.439|28|{{17,22,26,7},{11,12,24,27},{19,24,8,17}}
31631|28.1152.31.44|28|{{13,13,0,27},{13,20,0,1},{17,12,0,13}}
32027|28.1152.31.440|28|{{19,10,6,23},{13,4,4,7},{3,0,24,1}}
32028|28.1152.31.441|28|{{7,16,8,21},{5,10,6,9},{25,24,24,3}}
32029|28.1152.31.442|28|{{11,27,14,13},{3,8,2,9}}
32030|28.1152.31.443|28|{{27,19,18,5},{23,3,12,9}}
32031|28.1152.31.444|28|{{3,0,9,25},{3,22,24,13}}
32032|28.1152.31.445|28|{{15,6,0,19},{13,22,0,13},{15,21,0,13}}
32033|28.1152.31.446|28|{{13,7,0,27},{15,5,0,13},{23,10,0,27}}
32034|28.1152.31.447|28|{{17,15,0,3},{17,14,0,17},{19,24,0,23}}
32035|28.1152.31.448|28|{{15,4,0,19},{27,2,0,15},{1,5,0,15}}
32036|28.1152.31.449|28|{{19,1,0,1},{17,18,0,13},{15,4,0,27}}
31632|28.1152.31.45|28|{{5,24,0,5},{9,1,0,19},{9,1,0,23}}
32037|28.1152.31.450|28|{{19,9,0,9},{5,11,0,19},{17,6,0,17}}
32038|28.1152.31.451|28|{{15,10,0,3},{15,19,0,9},{1,6,0,17}}
32039|28.1152.31.452|28|{{1,19,0,27},{23,6,0,27},{1,13,0,15}}
32040|28.1152.31.453|28|{{23,16,0,23},{11,5,0,17},{15,7,0,1}}
32041|28.1152.31.454|28|{{21,17,16,23},{9,25,6,11}}
32042|28.1152.31.455|28|{{13,9,14,23},{7,27,16,17}}
32043|28.1152.31.456|28|{{15,14,24,13},{25,22,23,3}}
32044|28.1152.31.457|28|{{15,23,0,1},{1,17,0,11},{13,23,0,23}}
32045|28.1152.31.458|28|{{3,1,0,1},{5,15,0,15},{25,13,0,15}}
32046|28.1152.31.459|28|{{11,16,0,11},{17,10,0,25},{13,27,0,15}}
31633|28.1152.31.46|28|{{13,4,0,3},{1,16,0,27},{1,24,0,5}}
32047|28.1152.31.460|28|{{11,27,14,13},{27,0,10,25}}
32048|28.1152.31.461|28|{{23,11,12,21},{13,25,18,7}}
32049|28.1152.31.462|28|{{9,10,4,19},{27,14,25,1}}
32050|28.1152.31.463|28|{{27,7,0,5},{15,10,0,27},{15,20,0,15}}
32051|28.1152.31.464|28|{{11,2,0,27},{9,26,0,13},{19,1,0,13}}
32052|28.1152.31.465|28|{{15,22,0,27},{5,19,0,23},{1,2,0,13}}
32053|28.1152.31.466|28|{{9,4,2,23},{27,21,18,1}}
32054|28.1152.31.467|28|{{11,24,11,21},{5,10,13,23}}
32055|28.1152.31.468|28|{{17,2,3,11},{1,20,11,19}}
32056|28.1152.31.469|28|{{15,9,0,5},{13,25,0,27},{27,19,0,17}}
31634|28.1152.31.47|28|{{1,0,0,15},{17,0,0,1},{17,20,0,27}}
32057|28.1152.31.470|28|{{19,22,0,15},{13,3,0,27},{19,9,0,13}}
32058|28.1152.31.471|28|{{3,17,0,17},{17,10,0,25},{13,15,0,27}}
32059|28.1152.31.472|28|{{7,4,22,17},{21,3,10,27}}
32060|28.1152.31.473|28|{{7,16,19,9},{7,22,16,13}}
32061|28.1152.31.474|28|{{25,18,0,3},{27,12,1,21}}
32062|28.1152.31.475|28|{{21,24,6,11},{3,8,12,7},{5,10,10,11}}
32063|28.1152.31.476|28|{{27,26,4,19},{5,4,2,19},{9,10,22,7}}
32064|28.1152.31.477|28|{{1,16,18,27},{5,10,2,7},{27,20,4,3}}
32065|28.1152.31.478|28|{{13,14,0,19},{1,8,0,19},{27,6,0,17}}
32066|28.1152.31.479|28|{{13,22,0,1},{3,2,0,15},{15,12,0,13}}
31635|28.1152.31.48|28|{{9,12,0,5},{1,4,0,15},{5,8,0,23}}
32067|28.1152.31.480|28|{{19,18,0,23},{23,10,0,5},{23,8,0,23}}
32068|28.1152.31.481|28|{{15,0,16,23},{5,24,14,27},{7,18,4,15}}
32069|28.1152.31.482|28|{{1,8,10,11},{21,6,26,15},{19,18,2,5}}
32070|28.1152.31.483|28|{{7,20,4,11},{3,20,4,21},{13,6,14,15}}
32071|28.1152.31.484|28|{{27,4,0,15},{1,2,0,19},{13,4,0,1}}
32072|28.1152.31.485|28|{{11,4,0,15},{17,24,0,1},{13,26,0,27}}
32073|28.1152.31.486|28|{{17,24,0,3},{19,12,0,5},{5,16,0,9}}
32074|28.1152.31.487|28|{{19,24,12,5},{25,26,18,17},{5,24,20,23}}
32075|28.1152.31.488|28|{{23,4,12,7},{25,10,18,7},{17,20,24,3}}
32076|28.1152.31.489|28|{{23,18,22,19},{23,0,0,23},{23,24,4,5}}
31636|28.1152.31.49|28|{{11,26,10,13},{27,13,0,1}}
32077|28.1152.31.490|28|{{15,16,0,23},{13,10,0,23},{15,16,0,3}}
32078|28.1152.31.491|28|{{19,2,0,13},{25,20,0,13},{5,22,0,15}}
32079|28.1152.31.492|28|{{27,20,0,1},{15,16,0,27},{19,4,0,5}}
32080|28.1152.31.493|28|{{27,6,0,15},{17,16,14,27},{11,20,2,21}}
32081|28.1152.31.494|28|{{5,0,2,27},{11,14,4,27},{21,26,12,17}}
32082|28.1152.31.495|28|{{13,12,8,7},{11,12,8,19},{19,18,10,23}}
32083|28.1152.31.496|28|{{15,18,0,27},{27,14,0,13},{15,8,0,23}}
32084|28.1152.31.497|28|{{11,8,0,15},{23,6,0,27},{17,6,0,27}}
32085|28.1152.31.498|28|{{1,22,0,13},{19,12,0,5},{13,4,0,27}}
32086|28.1152.31.499|28|{{23,12,6,9},{15,15,2,21}}
31592|28.1152.31.5|28|{{8,27,7,3},{19,21,13,8},{15,14,14,1}}
31637|28.1152.31.50|28|{{9,6,26,3},{17,11,20,19}}
32087|28.1152.31.500|28|{{5,1,6,27},{13,1,0,11}}
32088|28.1152.31.501|28|{{1,22,24,11},{25,8,23,3}}
32089|28.1152.31.502|28|{{21,25,4,15},{11,20,26,5}}
32090|28.1152.31.503|28|{{21,8,26,11},{1,1,0,27}}
32091|28.1152.31.504|28|{{27,26,8,21},{7,16,1,21}}
31638|28.1152.31.51|28|{{13,16,5,15},{13,22,15,15}}
31639|28.1152.31.52|28|{{9,19,4,15},{15,15,2,21}}
31640|28.1152.31.53|28|{{17,10,10,23},{25,27,8,3}}
31641|28.1152.31.54|28|{{23,24,11,5},{13,14,11,15}}
31642|28.1152.31.55|28|{{13,17,0,19},{27,0,0,11},{13,4,0,13}}
31643|28.1152.31.56|28|{{5,24,0,13},{15,11,0,13},{23,20,0,27}}
31644|28.1152.31.57|28|{{5,16,0,5},{19,23,0,9},{13,5,0,27}}
31645|28.1152.31.58|28|{{13,24,0,5},{15,0,0,9},{1,6,0,27}}
31646|28.1152.31.59|28|{{27,24,0,13},{15,18,0,27},{3,2,0,15}}
31593|28.1152.31.6|28|{{4,13,21,27},{12,23,19,21},{9,19,7,6}}
31647|28.1152.31.60|28|{{27,16,0,13},{17,20,0,17},{15,26,0,27}}
31648|28.1152.31.61|28|{{1,4,0,23},{15,2,0,27},{13,12,0,19}}
31649|28.1152.31.62|28|{{17,12,0,27},{25,12,0,15},{3,26,0,15}}
31650|28.1152.31.63|28|{{19,22,0,9},{5,20,0,19},{15,14,0,13}}
31651|28.1152.31.64|28|{{11,20,0,13},{21,4,12,5},{25,26,2,9}}
31652|28.1152.31.65|28|{{3,14,6,13},{15,16,24,9},{11,14,22,1}}
31653|28.1152.31.66|28|{{13,4,12,25},{11,12,4,17},{7,26,22,1}}
31654|28.1152.31.67|28|{{3,22,6,25},{17,22,18,17},{15,8,4,1}}
31655|28.1152.31.68|28|{{1,6,14,17},{3,0,20,13},{27,18,18,21}}
31656|28.1152.31.69|28|{{27,4,12,25},{3,10,14,25},{21,6,10,21}}
31594|28.1152.31.7|28|{{12,25,5,3},{13,9,5,8},{17,16,24,25}}
31657|28.1152.31.70|28|{{13,22,0,9},{13,12,0,17},{13,6,0,23}}
31658|28.1152.31.71|28|{{1,10,0,27},{13,26,0,1},{5,22,0,15}}
31659|28.1152.31.72|28|{{5,16,0,5},{13,26,0,1},{13,6,0,15}}
31660|28.1152.31.73|28|{{1,22,0,17},{15,0,0,25},{27,20,0,17}}
31661|28.1152.31.74|28|{{23,26,0,13},{15,16,0,1},{3,4,0,13}}
31662|28.1152.31.75|28|{{5,22,0,9},{19,12,0,5},{3,2,0,25}}
31663|28.1152.31.76|28|{{23,18,18,17},{23,26,2,21},{27,0,6,9}}
31664|28.1152.31.77|28|{{7,6,2,17},{25,26,4,17},{1,6,0,17}}
31665|28.1152.31.78|28|{{11,20,22,17},{27,6,18,17},{17,10,0,25}}
31666|28.1152.31.79|28|{{13,0,8,17},{19,24,16,21},{23,26,14,27}}
31595|28.1152.31.8|28|{{14,27,17,21},{11,11,5,2},{26,19,1,13}}
31667|28.1152.31.80|28|{{11,8,8,13},{23,26,26,19},{5,0,16,13}}
31668|28.1152.31.81|28|{{5,18,10,23},{7,26,6,7},{21,8,24,17}}
31669|28.1152.31.82|28|{{13,20,0,13},{15,8,0,5},{15,16,0,19}}
31670|28.1152.31.83|28|{{11,20,0,13},{5,12,0,27},{11,12,0,27}}
31671|28.1152.31.84|28|{{27,20,0,15},{13,20,0,27},{5,8,0,5}}
31672|28.1152.31.85|28|{{13,9,0,19},{27,10,0,11},{27,5,0,9}}
31673|28.1152.31.86|28|{{13,24,0,13},{11,2,0,27},{17,1,0,27}}
31674|28.1152.31.87|28|{{27,22,0,15},{11,13,0,17},{11,14,0,3}}
31675|28.1152.31.88|28|{{1,7,0,27},{13,15,0,23},{1,13,0,23}}
31676|28.1152.31.89|28|{{25,10,0,13},{17,22,0,1},{13,15,0,15}}
31596|28.1152.31.9|28|{{3,21,9,18},{20,25,5,11},{13,1,17,16}}
31677|28.1152.31.90|28|{{1,18,0,13},{25,9,0,11},{17,6,0,25}}
31678|28.1152.31.91|28|{{15,3,0,13},{1,5,0,19},{1,20,0,17}}
31679|28.1152.31.92|28|{{19,23,2,9},{7,10,6,25}}
31680|28.1152.31.93|28|{{23,12,0,15},{23,7,0,1},{9,25,0,27}}
31681|28.1152.31.94|28|{{23,7,22,13},{3,10,6,21}}
31682|28.1152.31.95|28|{{23,16,0,23},{11,8,0,3},{1,5,0,15}}
31683|28.1152.31.96|28|{{19,12,15,13},{17,18,18,11}}
31684|28.1152.31.97|28|{{27,19,0,9},{15,0,0,23},{27,0,0,23}}
31685|28.1152.31.98|28|{{25,19,24,27},{1,22,6,23}}
31686|28.1152.31.99|28|{{13,21,0,15},{15,11,0,1},{3,19,0,1}}
32092|28.1152.61.1|28|{{19,7,15,16},{23,9,13,22},{3,22,10,13}}
32101|28.1152.61.10|28|{{19,24,16,7},{0,3,15,19},{19,17,1,24}}
32102|28.1152.61.11|28|{{24,23,23,7},{9,12,12,5},{7,11,3,18}}
32103|28.1152.61.12|28|{{19,23,3,6},{3,16,20,23},{24,1,25,17}}
32104|28.1152.61.13|28|{{13,14,6,23},{3,16,12,19},{3,16,0,27}}
32105|28.1152.61.14|28|{{13,0,24,25},{15,22,6,9},{13,14,26,19}}
32106|28.1152.61.15|28|{{15,10,10,21},{15,20,24,15},{5,14,2,27}}
32107|28.1152.61.16|28|{{13,22,14,11},{19,14,6,1},{23,6,26,17}}
32108|28.1152.61.17|28|{{27,0,4,15},{9,10,2,11},{3,22,10,13}}
32109|28.1152.61.18|28|{{7,8,24,3},{9,10,2,11},{9,6,2,19}}
32110|28.1152.61.19|28|{{27,15,0,25},{27,4,0,3},{27,15,0,5}}
32093|28.1152.61.2|28|{{23,27,25,6},{13,19,17,8},{26,21,7,19}}
32111|28.1152.61.20|28|{{3,20,0,27},{1,17,0,27},{27,8,0,15}}
32112|28.1152.61.21|28|{{25,1,0,3},{9,16,0,5},{27,7,0,1}}
32113|28.1152.61.22|28|{{27,20,0,27},{13,1,0,23},{15,16,0,19}}
32114|28.1152.61.23|28|{{15,15,0,13},{17,8,0,1},{9,1,0,15}}
32115|28.1152.61.24|28|{{5,25,0,23},{3,27,0,17},{25,5,0,11}}
32116|28.1152.61.25|28|{{11,26,14,1},{15,8,8,3},{13,6,12,21}}
32117|28.1152.61.26|28|{{15,16,10,9},{27,12,0,3},{5,2,16,9}}
32118|28.1152.61.27|28|{{9,20,2,5},{1,6,20,27},{27,4,12,11}}
32119|28.1152.61.28|28|{{3,16,4,15},{13,0,20,23},{7,10,18,17}}
32120|28.1152.61.29|28|{{11,10,22,23},{21,2,26,23},{11,26,22,5}}
32094|28.1152.61.3|28|{{22,3,15,27},{17,7,23,18},{25,6,18,15}}
32121|28.1152.61.30|28|{{11,22,10,21},{9,2,0,5},{5,12,14,23}}
32122|28.1152.61.31|28|{{15,10,0,5},{27,0,0,27},{1,10,0,13}}
32123|28.1152.61.32|28|{{19,2,0,15},{17,10,0,15},{25,26,0,13}}
32124|28.1152.61.33|28|{{5,10,0,23},{15,6,0,13},{27,26,0,15}}
32125|28.1152.61.34|28|{{27,16,0,3},{15,14,0,5},{27,20,0,17}}
32126|28.1152.61.35|28|{{3,16,0,13},{1,8,0,15},{17,2,0,1}}
32127|28.1152.61.36|28|{{25,8,0,11},{11,26,0,17},{5,22,0,23}}
32128|28.1152.61.37|28|{{27,0,0,19},{13,20,0,3},{13,10,0,9}}
32129|28.1152.61.38|28|{{11,26,0,27},{27,6,0,1},{19,0,0,27}}
32130|28.1152.61.39|28|{{27,20,0,27},{11,4,0,25},{11,6,0,3}}
32095|28.1152.61.4|28|{{4,25,7,3},{18,11,5,23},{27,9,27,26}}
32131|28.1152.61.40|28|{{27,20,0,27},{1,12,0,11},{1,10,0,13}}
32132|28.1152.61.41|28|{{25,14,0,13},{3,6,0,1},{25,4,0,15}}
32133|28.1152.61.42|28|{{19,22,0,9},{19,18,0,23},{9,10,0,19}}
32134|28.1152.61.43|28|{{9,18,6,11},{5,10,6,9},{7,18,22,17}}
32135|28.1152.61.44|28|{{15,12,24,3},{5,18,2,19},{27,16,4,25}}
32136|28.1152.61.45|28|{{11,8,24,21},{3,20,4,7},{15,14,10,27}}
32137|28.1152.61.46|28|{{1,8,24,11},{13,14,18,15},{7,4,24,11}}
32138|28.1152.61.47|28|{{7,20,16,17},{25,4,4,19},{3,14,10,15}}
32139|28.1152.61.48|28|{{27,14,18,15},{21,8,24,3},{3,0,0,3}}
32140|28.1152.61.49|28|{{27,12,0,13},{27,4,0,3},{27,12,0,15}}
32096|28.1152.61.5|28|{{9,26,22,3},{7,27,5,8},{6,1,7,25}}
32141|28.1152.61.50|28|{{3,12,0,27},{25,16,0,15},{3,24,0,15}}
32142|28.1152.61.51|28|{{19,8,0,9},{9,20,0,5},{3,24,0,3}}
32143|28.1152.61.52|28|{{27,4,0,3},{15,16,0,3},{27,20,0,13}}
32144|28.1152.61.53|28|{{13,24,0,15},{19,4,0,13},{17,24,0,1}}
32145|28.1152.61.54|28|{{27,8,0,13},{17,8,0,11},{13,4,0,1}}
32146|28.1152.61.55|28|{{1,18,0,5},{1,11,0,27},{27,23,0,17}}
32147|28.1152.61.56|28|{{25,10,0,13},{27,9,0,1},{1,23,0,27}}
32148|28.1152.61.57|28|{{3,23,0,17},{19,10,0,23},{19,9,0,9}}
32149|28.1152.61.58|28|{{27,7,0,17},{27,4,0,19},{15,21,0,17}}
32150|28.1152.61.59|28|{{15,25,0,13},{13,19,0,15},{17,14,0,1}}
32097|28.1152.61.6|28|{{3,21,13,6},{23,3,15,0},{10,27,3,3}}
32151|28.1152.61.60|28|{{5,2,0,9},{3,20,0,3},{13,27,0,15}}
32098|28.1152.61.7|28|{{19,1,9,18},{0,13,9,3},{5,15,27,6}}
32099|28.1152.61.8|28|{{6,15,21,11},{17,2,6,23},{12,11,9,5}}
32100|28.1152.61.9|28|{{8,1,1,17},{7,10,26,21},{19,17,5,12}}
26249|28.12.0.1|28|{{23,12,8,5},{23,0,20,3},{7,10,22,17},{3,2,20,19}}
26258|28.12.0.10|28|{{9,22,24,15},{13,25,12,5},{19,11,12,15}}
26259|28.12.0.11|28|{{9,4,8,27},{27,9,2,21}}
26260|28.12.0.12|28|{{15,6,16,17},{5,1,26,23}}
35478|29.1740.116.1|29|{{5,0,0,2},{5,0,0,16}}
26261|28.12.0.13|28|{{9,26,26,11},{23,3,12,7}}
26262|28.12.0.14|28|{{15,19,12,3},{9,18,18,27}}
26263|28.12.0.15|28|{{18,21,23,6},{4,7,25,8},{3,20,24,17}}
26264|28.12.0.16|28|{{3,7,8,5},{25,27,24,11},{5,21,14,3}}
35479|29.1740.116.2|29|{{0,12,20,0},{0,10,25,0}}
26265|28.12.0.17|28|{{3,8,22,25},{7,15,18,21},{3,2,8,15}}
26266|28.12.0.18|28|{{27,10,10,9},{11,9,14,13},{19,13,8,21}}
26267|28.12.0.19|28|{{9,14,8,25},{13,18,13,13},{13,24,7,27}}
26250|28.12.0.2|28|{{9,10,4,9},{21,16,2,1},{19,16,10,3},{19,6,12,25}}
35492|29.6090.400.5|29|{{0,16,18,0},{1,0,0,28}}
26268|28.12.0.20|28|{{11,19,26,11},{5,27,8,23},{11,24,20,11}}
26269|28.12.0.21|28|{{25,14,16,9},{15,21,24,9},{27,23,18,7}}
26270|28.12.0.22|28|{{13,2,18,1},{27,7,26,27},{3,17,2,19}}
26271|28.12.0.23|28|{{13,27,1,6},{17,26,20,19}}
35444|29.812.54.1|29|{{18,9,19,18}}
26272|28.12.0.24|28|{{23,25,15,14},{23,6,2,23}}
26251|28.12.0.3|28|{{11,2,22,23},{21,12,20,19},{1,0,2,17},{9,14,24,3}}
26252|28.12.0.4|28|{{3,26,6,21},{5,18,2,21},{11,18,12,27},{21,6,4,5}}
26253|28.12.0.5|28|{{6,19,7,25},{13,5,5,8}}
26292|28.24.0.12|28|{{11,4,0,19},{23,6,16,23},{9,12,20,3}}
26254|28.12.0.6|28|{{25,22,10,25},{9,25,13,0}}
26255|28.12.0.7|28|{{3,19,16,23},{27,0,0,15},{15,17,24,17}}
26256|28.12.0.8|28|{{27,12,16,1},{23,8,12,19},{19,25,16,21}}
26257|28.12.0.9|28|{{3,8,8,11},{17,17,12,9},{17,17,0,11}}
26723|28.126.5.1|28|{{27,14,22,15},{4,3,17,22},{17,24,8,11},{22,9,25,6}}
26724|28.126.5.2|28|{{25,20,18,17},{4,5,5,20},{12,25,11,8},{19,4,18,15}}
26725|28.126.5.3|28|{{4,3,17,22},{5,26,26,21},{25,20,18,17},{18,9,1,24}}
26726|28.126.5.4|28|{{14,11,11,24},{10,21,11,18},{5,2,2,3},{26,3,17,16}}
26727|28.126.5.5|28|{{23,26,14,19},{23,6,20,17},{11,0,14,11},{20,15,7,8}}
26728|28.126.5.6|28|{{19,0,21,19},{27,14,7,13},{17,26,13,11},{9,2,16,7}}
26729|28.126.5.7|28|{{5,20,24,23},{1,22,26,27},{10,13,13,18},{17,26,12,5}}
26730|28.126.5.8|28|{{25,14,21,11},{7,8,6,21},{19,2,14,9},{27,8,15,19}}
26731|28.126.6.1|28|{{13,14,0,27},{16,23,3,26},{20,17,19,8},{1,12,22,27}}
26732|28.126.6.2|28|{{5,26,26,21},{2,1,25,26},{11,24,0,17},{6,1,1,26},{23,16,24,5}}
26733|28.126.6.3|28|{{5,6,24,9},{20,15,15,12},{17,6,12,11},{6,9,9,4}}
26734|28.126.6.4|28|{{17,10,24,21},{4,21,17,24},{19,2,14,9},{15,24,24,5}}
26735|28.126.7.1|28|{{12,17,27,2},{20,17,17,24},{4,5,19,6},{26,19,19,14},{12,7,9,2}}
26736|28.126.7.2|28|{{22,19,19,24},{22,25,9,20},{24,17,15,18},{6,9,13,8}}
26737|28.126.7.3|28|{{25,17,0,3},{15,22,22,7},{15,22,8,7},{19,4,18,15},{21,8,6,21}}
26738|28.126.7.4|28|{{13,18,18,1},{21,26,26,23},{15,24,10,19},{4,17,3,22}}
26739|28.126.7.5|28|{{25,0,0,11},{24,11,21,4},{17,14,4,11},{10,1,1,2}}
26740|28.126.7.6|28|{{9,26,5,25},{25,16,23,23},{7,8,6,7},{27,8,7,15}}
26741|28.126.8.1|28|{{6,23,23,4},{2,25,1,26},{19,2,14,9},{19,26,12,7}}
26742|28.126.8.2|28|{{6,15,1,26},{7,18,10,21},{18,19,5,24},{10,1,1,2}}
26743|28.126.8.3|28|{{25,24,14,17},{0,3,17,4},{6,1,15,26},{8,7,27,6}}
26744|28.126.8.4|28|{{19,20,6,13},{6,5,3,8},{21,8,8,13},{17,22,10,11}}
26745|28.128.3.1|28|{{24,17,25,27},{25,12,12,21},{1,27,23,18}}
26754|28.128.3.10|28|{{7,5,13,0},{21,3,10,27}}
26755|28.128.3.11|28|{{10,9,9,7},{1,13,20,27},{9,17,5,2}}
