id|label|level|generators
bigint|text|integer|integer[]

34289|28.4032.121.104|28|{{1,7,0,15},{15,7,16,9},{1,14,22,19}}
34290|28.4032.121.105|28|{{25,7,8,15},{23,14,22,13},{23,21,22,13}}
34291|28.4032.121.106|28|{{1,0,7,15},{9,14,6,19},{9,0,21,23}}
34292|28.4032.121.107|28|{{15,7,4,3},{15,21,6,11}}
34293|28.4032.121.108|28|{{1,7,14,1},{9,14,22,27}}
34196|28.4032.121.11|28|{{1,0,14,15},{1,14,0,1},{23,14,20,19},{15,14,0,15}}
34295|28.4032.121.110|28|{{1,0,8,19},{1,21,2,9}}
34296|28.4032.121.111|28|{{11,14,4,13},{15,21,10,13}}
34297|28.4032.121.112|28|{{9,14,21,9},{25,0,26,3}}
34298|28.4032.121.113|28|{{27,7,0,17},{1,14,0,1},{15,14,0,15},{15,14,0,27}}
34299|28.4032.121.114|28|{{27,7,0,13},{13,10,0,1},{27,10,0,15},{13,23,0,19}}
34300|28.4032.121.115|28|{{27,7,0,13},{23,14,0,19},{1,14,0,1},{15,14,0,15}}
34301|28.4032.121.116|28|{{15,0,16,23},{13,7,8,3},{13,21,6,9}}
34302|28.4032.121.117|28|{{13,14,11,1},{25,0,22,1},{13,0,21,27}}
34303|28.4032.121.118|28|{{17,21,0,3},{13,7,18,1},{17,21,2,25}}
34304|28.4032.121.119|28|{{1,14,22,5},{13,21,26,5},{15,14,22,19}}
34197|28.4032.121.12|28|{{1,0,14,15},{1,14,0,1},{9,14,6,5},{15,14,0,15}}
34305|28.4032.121.120|28|{{5,0,27,15},{25,14,18,13},{17,0,17,15}}
34306|28.4032.121.121|28|{{25,14,0,25},{1,14,10,13},{27,21,4,1}}
34307|28.4032.121.122|28|{{13,21,22,17},{1,14,0,1},{15,14,24,27}}
34308|28.4032.121.123|28|{{5,14,9,13},{1,0,14,1},{1,0,24,13}}
34310|28.4032.121.125|28|{{15,10,0,17},{13,1,0,9},{13,13,0,3}}
34311|28.4032.121.126|28|{{15,0,0,11},{27,7,0,13},{13,14,0,15}}
34312|28.4032.121.127|28|{{11,16,0,17},{17,21,0,3},{1,4,0,27}}
7|3.6.0.2|3|{{2,1,2,2}}
34894|28.8064.241.65|28|{{1,0,0,15},{13,24,0,1},{27,2,0,5}}
34313|28.4032.121.128|28|{{17,0,27,27},{13,14,4,15},{9,0,26,1}}
34314|28.4032.121.129|28|{{27,14,6,9},{13,21,12,19},{13,0,18,15}}
34198|28.4032.121.13|28|{{15,21,0,27},{15,0,0,11},{1,21,0,3}}
34315|28.4032.121.130|28|{{9,14,27,19},{5,0,7,19},{15,14,3,13}}
34316|28.4032.121.131|28|{{27,0,4,1},{19,14,9,27}}
34317|28.4032.121.132|28|{{1,21,22,19},{13,0,4,15}}
34318|28.4032.121.133|28|{{17,14,21,17},{13,0,18,15}}
34319|28.4032.121.134|28|{{17,14,13,13},{11,0,25,27}}
34320|28.4032.121.135|28|{{27,21,26,19},{27,14,10,25}}
34321|28.4032.121.136|28|{{25,0,5,17},{19,14,8,9}}
34322|28.4032.121.137|28|{{1,14,0,1},{1,14,10,13},{15,14,0,15},{5,14,2,27}}
34323|28.4032.121.138|28|{{1,14,0,1},{1,14,10,13},{13,14,22,3},{15,14,0,15}}
34199|28.4032.121.14|28|{{1,7,10,13},{1,0,16,23}}
34325|28.4032.121.140|28|{{1,14,0,1},{15,14,24,27},{15,14,0,15},{5,14,2,27}}
34326|28.4032.121.141|28|{{1,14,0,1},{13,14,22,3},{15,14,24,27},{15,14,0,15}}
34327|28.4032.121.142|28|{{1,14,0,1},{27,0,14,13},{23,14,20,19},{15,14,0,15}}
34328|28.4032.121.143|28|{{1,14,0,1},{1,14,10,13},{15,14,0,15},{19,14,16,13}}
34329|28.4032.121.144|28|{{1,14,0,1},{1,14,10,13},{27,14,8,17},{15,14,0,15}}
34330|28.4032.121.145|28|{{1,14,0,1},{13,0,0,27},{9,14,6,5},{15,14,0,15}}
34331|28.4032.121.146|28|{{19,14,0,13},{1,14,0,1},{15,14,0,15},{15,14,0,27}}
34332|28.4032.121.147|28|{{1,14,0,1},{27,14,0,17},{15,14,0,15},{15,14,0,27}}
34333|28.4032.121.148|28|{{23,14,0,19},{1,14,0,1},{13,0,0,27},{15,14,0,15}}
34334|28.4032.121.149|28|{{1,0,14,15},{15,0,0,15},{1,14,10,13},{5,14,2,27}}
34200|28.4032.121.15|28|{{15,7,18,3},{15,14,14,1}}
34335|28.4032.121.150|28|{{1,14,0,15},{13,0,14,13},{15,0,0,15},{9,14,6,5}}
34336|28.4032.121.151|28|{{1,0,0,15},{15,0,0,15},{5,14,0,27},{15,14,0,27}}
34337|28.4032.121.152|28|{{15,14,0,1},{27,16,0,5},{13,24,0,1},{15,0,0,15}}
34338|28.4032.121.153|28|{{5,20,0,9},{13,14,0,13},{1,0,0,15},{15,0,0,15}}
34339|28.4032.121.154|28|{{1,0,14,15},{15,0,0,15},{15,14,24,27},{19,14,16,13}}
34340|28.4032.121.155|28|{{1,0,14,15},{5,0,16,27},{15,0,0,15},{1,14,10,13}}
34341|28.4032.121.156|28|{{13,0,14,13},{23,14,20,19},{15,0,0,15},{15,0,0,1}}
34342|28.4032.121.157|28|{{1,0,14,15},{15,0,0,15},{15,14,24,27},{5,14,2,27}}
34343|28.4032.121.158|28|{{1,0,14,15},{15,0,0,15},{5,14,2,27},{1,0,24,13}}
34344|28.4032.121.159|28|{{23,0,6,19},{1,14,0,15},{13,0,14,13},{1,0,10,13}}
34201|28.4032.121.16|28|{{15,21,4,17},{1,0,6,11},{15,14,14,1}}
34345|28.4032.121.160|28|{{27,14,14,27},{5,0,16,27},{15,0,0,15},{15,14,24,27}}
34346|28.4032.121.161|28|{{13,0,14,13},{23,14,20,19},{15,0,0,15},{15,14,14,1}}
34347|28.4032.121.162|28|{{13,14,0,13},{15,0,0,15},{15,14,24,27},{19,0,2,13}}
34348|28.4032.121.163|28|{{13,14,0,13},{15,0,0,15},{1,0,24,13},{19,0,2,13}}
34349|28.4032.121.164|28|{{13,0,14,13},{15,0,0,15},{15,14,14,1},{9,0,20,5}}
34350|28.4032.121.165|28|{{23,7,22,13},{13,0,14,27},{13,7,4,15}}
34351|28.4032.121.166|28|{{27,7,20,9},{15,7,22,5},{13,7,24,11}}
34352|28.4032.121.167|28|{{11,14,19,17},{27,14,0,13},{17,14,14,3}}
34353|28.4032.121.168|28|{{13,21,18,1},{25,21,4,13}}
34354|28.4032.121.169|28|{{1,21,8,5},{13,7,10,25}}
34202|28.4032.121.17|28|{{11,14,0,15},{25,21,0,13},{23,14,0,1}}
34355|28.4032.121.170|28|{{19,14,0,5},{5,14,1,9}}
34356|28.4032.121.171|28|{{17,14,20,27},{17,7,10,1}}
34357|28.4032.121.172|28|{{27,7,10,11},{13,14,0,27}}
34358|28.4032.121.173|28|{{9,14,27,19},{19,0,14,5}}
34359|28.4032.121.174|28|{{25,21,0,13},{23,7,0,27},{5,0,0,27}}
34360|28.4032.121.175|28|{{1,21,0,17},{13,21,0,11},{27,0,0,5}}
34361|28.4032.121.176|28|{{3,5,0,11},{17,5,0,25},{23,15,0,5}}
34362|28.4032.121.177|28|{{17,7,24,15},{9,14,26,15},{19,0,2,13}}
34363|28.4032.121.178|28|{{9,14,13,19},{1,0,3,27},{5,0,1,23}}
34364|28.4032.121.179|28|{{1,0,0,13},{5,14,0,13},{1,21,0,15},{15,0,0,15}}
34203|28.4032.121.18|28|{{23,0,12,1},{9,21,22,27}}
34365|28.4032.121.180|28|{{5,14,0,13},{1,21,0,15},{15,0,0,15},{15,14,0,27}}
34366|28.4032.121.181|28|{{13,14,0,13},{23,14,0,19},{1,21,0,15},{15,0,0,15}}
34367|28.4032.121.182|28|{{25,7,8,15},{3,14,20,27},{17,7,10,15}}
34368|28.4032.121.183|28|{{25,21,8,15},{17,14,20,13},{27,21,18,1}}
34369|28.4032.121.184|28|{{17,0,7,3},{13,0,14,13},{25,14,26,3}}
34370|28.4032.121.185|28|{{3,21,24,1},{17,14,20,13},{27,21,18,1}}
34371|28.4032.121.186|28|{{11,14,0,25},{23,14,13,5},{17,14,14,3}}
34372|28.4032.121.187|28|{{3,6,20,25},{19,14,16,9},{27,26,24,15}}
34373|28.4032.121.188|28|{{11,8,22,17},{17,14,18,11},{11,14,0,11}}
34374|28.4032.121.189|28|{{19,14,16,9},{5,10,6,9},{17,0,4,11}}
34204|28.4032.121.19|28|{{23,7,8,27},{15,21,10,27}}
34375|28.4032.121.190|28|{{25,14,10,3},{11,0,10,17},{13,12,12,15}}
34376|28.4032.121.191|28|{{5,24,17,23},{13,0,8,1},{11,0,10,3}}
34377|28.4032.121.192|28|{{3,0,18,11},{1,2,11,13}}
34378|28.4032.121.193|28|{{15,14,20,27},{11,22,23,3}}
34379|28.4032.121.194|28|{{5,0,0,5},{25,14,10,17},{17,20,5,11}}
34380|28.4032.121.195|28|{{3,6,26,11},{15,0,20,13},{13,12,10,1}}
34381|28.4032.121.196|28|{{25,8,2,17},{27,14,0,27},{27,14,22,1}}
34382|28.4032.121.197|28|{{15,2,16,13},{9,14,12,19},{1,16,16,27}}
34383|28.4032.121.198|28|{{19,24,10,9},{25,22,22,3},{25,22,16,17}}
34384|28.4032.121.199|28|{{27,26,17,15},{15,14,6,27}}
34187|28.4032.121.2|28|{{1,14,18,17},{1,14,0,1},{15,0,0,1},{15,14,0,15}}
34205|28.4032.121.20|28|{{25,0,22,15},{15,7,24,13},{15,14,14,1}}
34385|28.4032.121.200|28|{{25,22,15,17},{13,14,8,1},{25,14,24,17}}
34386|28.4032.121.201|28|{{15,0,14,15},{17,20,13,11},{15,0,20,27}}
34387|28.4032.121.202|28|{{5,10,3,9},{1,2,25,13}}
34388|28.4032.121.203|28|{{1,14,20,27},{1,16,16,27},{13,26,12,15}}
34390|28.4032.121.205|28|{{19,0,16,9},{11,22,22,17},{15,14,20,13}}
34391|28.4032.121.206|28|{{11,22,22,17},{13,0,8,15},{3,20,6,25}}
34392|28.4032.121.207|28|{{25,14,10,3},{9,0,26,19},{17,6,26,25}}
34393|28.4032.121.208|28|{{27,26,12,1},{13,26,10,1},{27,12,12,1}}
34394|28.4032.121.209|28|{{27,12,26,1},{15,14,6,13},{11,22,22,17}}
34206|28.4032.121.21|28|{{15,14,0,1},{17,5,0,25},{27,3,0,15}}
34395|28.4032.121.210|28|{{5,24,13,23},{5,0,16,9},{13,0,22,1}}
34396|28.4032.121.211|28|{{17,20,13,11},{19,24,20,9}}
34397|28.4032.121.212|28|{{23,4,18,5},{3,0,25,11}}
34398|28.4032.121.213|28|{{13,12,12,15},{27,0,15,15}}
34399|28.4032.121.214|28|{{3,0,11,11},{9,4,22,19}}
34400|28.4032.121.215|28|{{15,16,4,27},{3,20,20,25},{11,22,16,3}}
34402|28.4032.121.217|28|{{1,0,6,27},{27,26,24,15},{17,14,18,11}}
34403|28.4032.121.218|28|{{5,0,14,5},{25,8,1,3},{19,24,27,9}}
34404|28.4032.121.219|28|{{5,10,3,9},{15,0,0,15},{27,12,17,1}}
34207|28.4032.121.22|28|{{25,14,19,17},{23,0,0,9}}
34405|28.4032.121.220|28|{{27,12,10,1},{1,14,13,27}}
34208|28.4032.121.23|28|{{1,14,3,13},{11,0,5,3}}
34209|28.4032.121.24|28|{{11,14,0,25},{23,14,13,5},{15,14,3,13}}
34210|28.4032.121.25|28|{{19,0,0,13},{27,14,0,27},{15,14,0,15},{15,14,0,27}}
34211|28.4032.121.26|28|{{15,14,0,1},{27,14,0,27},{23,14,0,19},{15,14,0,15}}
34212|28.4032.121.27|28|{{27,14,0,27},{1,0,14,15},{5,0,2,27},{15,14,24,27}}
34213|28.4032.121.28|28|{{27,14,0,27},{1,14,14,15},{23,14,20,19},{1,0,24,13}}
34214|28.4032.121.29|28|{{1,0,0,13},{13,14,0,13},{1,14,0,1},{5,0,0,27}}
34188|28.4032.121.3|28|{{1,0,14,15},{1,14,0,1},{15,14,4,3},{15,14,0,15}}
34215|28.4032.121.30|28|{{13,14,0,13},{1,14,0,15},{1,14,0,1},{9,0,0,5}}
34216|28.4032.121.31|28|{{1,0,0,13},{19,14,0,13},{1,14,0,1},{15,0,0,1}}
34217|28.4032.121.32|28|{{13,14,0,13},{1,14,0,1},{15,0,0,1},{9,0,0,5}}
34218|28.4032.121.33|28|{{13,14,0,13},{1,14,0,1},{1,0,24,13},{19,0,2,13}}
34219|28.4032.121.34|28|{{13,14,0,13},{1,0,14,15},{1,14,0,1},{9,0,20,5}}
34220|28.4032.121.35|28|{{1,21,0,15},{19,14,0,27},{15,14,0,15},{15,14,0,27}}
34221|28.4032.121.36|28|{{1,7,0,15},{27,14,0,27},{23,14,0,19},{15,14,0,15}}
34222|28.4032.121.37|28|{{13,0,0,13},{19,7,2,27},{15,14,24,27}}
34223|28.4032.121.38|28|{{27,14,0,27},{23,21,6,19},{1,0,24,13}}
34253|28.4032.121.68|28|{{27,0,18,15},{27,7,0,13},{19,21,22,23}}
34224|28.4032.121.39|28|{{1,0,0,13},{5,14,0,13},{1,14,0,1},{1,21,0,15}}
34189|28.4032.121.4|28|{{1,0,14,15},{1,14,18,17},{1,14,0,1},{15,14,0,15}}
34225|28.4032.121.40|28|{{13,14,0,13},{1,14,0,1},{1,21,0,15},{9,0,0,5}}
34226|28.4032.121.41|28|{{13,14,0,13},{1,14,0,1},{1,14,10,13},{19,0,2,13}}
34227|28.4032.121.42|28|{{23,0,6,19},{13,14,0,13},{1,0,14,15},{1,14,0,1}}
42011|30.1440.85.14|30|{{11,10,0,1},{13,5,0,11},{19,20,0,29},{1,25,0,11}}
34228|28.4032.121.43|28|{{13,14,0,13},{15,0,10,27},{1,14,0,1},{19,0,2,13}}
34229|28.4032.121.44|28|{{13,14,0,13},{1,0,14,15},{1,14,0,1},{9,14,6,5}}
34230|28.4032.121.45|28|{{13,14,0,13},{5,0,16,27},{15,0,10,27},{1,14,0,1}}
34257|28.4032.121.72|28|{{5,14,0,5},{17,21,0,3},{1,18,0,27}}
42015|30.1440.85.18|30|{{26,15,15,4},{16,15,5,14},{20,3,21,20}}
34231|28.4032.121.46|28|{{23,0,6,19},{13,14,0,13},{1,14,0,15},{1,14,0,1}}
34232|28.4032.121.47|28|{{1,14,0,1},{1,14,10,13},{15,0,0,1},{19,14,16,13}}
34233|28.4032.121.48|28|{{13,14,0,13},{1,14,0,1},{15,0,0,1},{9,14,6,5}}
34234|28.4032.121.49|28|{{27,14,0,27},{1,0,14,15},{15,14,10,27},{5,0,2,27}}
34190|28.4032.121.5|28|{{1,14,0,1},{23,14,0,27},{15,0,0,1},{15,14,0,15}}
34235|28.4032.121.50|28|{{27,14,0,27},{1,14,14,15},{9,0,6,5},{15,14,0,15}}
34236|28.4032.121.51|28|{{27,14,0,27},{15,14,10,27},{19,0,16,13},{15,14,0,15}}
34237|28.4032.121.52|28|{{15,14,0,1},{27,14,0,27},{9,0,6,5},{15,14,0,15}}
34238|28.4032.121.53|28|{{27,14,0,27},{5,0,2,27},{1,14,10,13},{15,14,0,15}}
34239|28.4032.121.54|28|{{27,14,0,27},{1,0,24,27},{9,14,6,5},{15,14,0,15}}
34240|28.4032.121.55|28|{{27,14,0,27},{19,0,16,13},{1,14,10,13},{15,14,0,15}}
34241|28.4032.121.56|28|{{15,14,0,1},{27,14,0,27},{9,14,6,5},{15,14,0,15}}
34242|28.4032.121.57|28|{{1,14,0,13},{19,0,0,13},{27,14,0,27},{15,14,0,15}}
34243|28.4032.121.58|28|{{15,14,0,1},{23,0,0,19},{27,14,0,27},{15,14,0,15}}
34244|28.4032.121.59|28|{{19,14,0,13},{1,14,0,1},{15,0,0,1},{15,14,0,27}}
34191|28.4032.121.6|28|{{1,14,0,1},{9,14,22,13},{15,0,0,1},{15,14,0,15}}
34245|28.4032.121.60|28|{{13,14,0,13},{23,14,0,19},{1,14,0,1},{15,0,0,1}}
34246|28.4032.121.61|28|{{13,14,0,13},{1,14,0,1},{5,0,0,27},{15,14,0,27}}
34247|28.4032.121.62|28|{{13,14,0,13},{1,14,0,15},{23,14,0,19},{1,14,0,1}}
34248|28.4032.121.63|28|{{13,14,0,13},{1,14,0,1},{15,14,24,27},{19,0,2,13}}
34249|28.4032.121.64|28|{{13,14,0,13},{1,0,14,15},{1,14,0,1},{23,14,20,19}}
34250|28.4032.121.65|28|{{27,14,0,27},{5,0,2,27},{15,14,0,15},{1,14,24,13}}
34251|28.4032.121.66|28|{{1,0,10,27},{27,14,0,27},{1,14,14,15},{23,0,20,19}}
34252|28.4032.121.67|28|{{15,21,0,1},{3,7,10,15},{9,7,22,13}}
34254|28.4032.121.69|28|{{11,7,22,15},{17,0,20,13},{13,14,18,1}}
34192|28.4032.121.7|28|{{1,0,14,15},{1,14,0,1},{23,14,8,27},{15,14,0,15}}
34255|28.4032.121.70|28|{{19,14,0,19},{13,21,14,13},{13,7,4,15}}
34256|28.4032.121.71|28|{{13,14,0,13},{5,7,0,1},{9,7,0,15}}
34258|28.4032.121.73|28|{{3,21,0,1},{17,0,0,13},{27,7,0,15}}
34259|28.4032.121.74|28|{{17,5,0,11},{25,23,0,3},{13,3,0,1}}
34260|28.4032.121.75|28|{{11,0,0,1},{5,0,0,13},{11,7,0,13}}
34261|28.4032.121.76|28|{{9,1,0,19},{27,0,0,13},{23,15,0,19}}
34262|28.4032.121.77|28|{{17,0,0,13},{23,14,0,13},{19,7,0,13}}
34263|28.4032.121.78|28|{{19,6,0,9},{13,0,0,13},{13,3,0,1}}
34264|28.4032.121.79|28|{{5,14,0,13},{1,14,0,1},{1,21,0,15},{15,14,0,27}}
34193|28.4032.121.8|28|{{1,0,14,15},{1,14,0,1},{9,14,22,13},{15,14,0,15}}
34265|28.4032.121.80|28|{{13,14,0,13},{23,14,0,19},{1,14,0,1},{1,21,0,15}}
34266|28.4032.121.81|28|{{1,14,0,13},{1,21,0,15},{19,14,0,27},{15,14,0,15}}
34267|28.4032.121.82|28|{{1,7,0,15},{23,0,0,19},{27,14,0,27},{15,14,0,15}}
34268|28.4032.121.83|28|{{13,0,0,13},{19,7,2,27},{1,14,24,13}}
34270|28.4032.121.85|28|{{13,0,0,13},{5,0,6,1},{11,21,8,1}}
34271|28.4032.121.86|28|{{23,14,6,19},{19,7,22,23},{25,7,0,11}}
34272|28.4032.121.87|28|{{3,7,24,1},{1,0,10,13},{9,7,8,27}}
34273|28.4032.121.88|28|{{13,0,18,1},{19,21,8,9},{13,21,14,13}}
34274|28.4032.121.89|28|{{15,14,0,3},{1,14,0,1},{1,21,0,15},{15,14,0,15}}
34194|28.4032.121.9|28|{{23,14,0,19},{1,14,0,1},{15,0,0,1},{15,14,0,15}}
34275|28.4032.121.90|28|{{1,14,0,1},{1,21,0,15},{23,14,0,27},{15,14,0,15}}
34276|28.4032.121.91|28|{{23,14,0,19},{1,14,0,1},{1,21,0,15},{15,14,0,15}}
34277|28.4032.121.92|28|{{15,21,16,9},{15,7,22,19},{15,21,10,27}}
34278|28.4032.121.93|28|{{23,21,12,1},{25,14,18,13},{15,14,10,27}}
34279|28.4032.121.94|28|{{1,7,0,15},{11,14,26,3},{15,0,0,15}}
34456|28.4032.133.51|28|{{15,0,10,27},{23,0,14,23},{23,21,20,5}}
837|8.96.0.101|8|{{3,1,0,5},{3,3,0,5},{3,3,0,1}}
34280|28.4032.121.95|28|{{15,0,0,15},{15,14,24,27},{15,21,2,23}}
34281|28.4032.121.96|28|{{15,0,0,15},{11,21,22,15},{15,14,24,27}}
34282|28.4032.121.97|28|{{1,14,0,1},{23,7,6,19},{1,0,24,13}}
34283|28.4032.121.98|28|{{15,21,14,15},{15,7,14,15},{15,14,22,19}}
34284|28.4032.121.99|28|{{23,14,22,27},{23,0,22,27},{11,21,4,13}}
34406|28.4032.133.1|28|{{9,7,7,16},{1,14,10,13}}
34415|28.4032.133.10|28|{{15,0,0,1},{15,14,0,15},{1,14,24,13},{15,0,6,11}}
34505|28.4032.133.100|28|{{1,0,2,23},{13,7,10,11},{13,7,26,19}}
34506|28.4032.133.101|28|{{9,14,8,27},{9,0,8,13},{17,14,13,27}}
34507|28.4032.133.102|28|{{13,7,0,27},{25,0,14,11},{9,0,20,5}}
34508|28.4032.133.103|28|{{13,7,26,19},{13,14,10,11},{15,14,24,27}}
34509|28.4032.133.104|28|{{25,0,11,27},{13,14,18,15},{27,14,0,13}}
34510|28.4032.133.105|28|{{23,21,0,9},{11,14,12,3},{19,14,22,9}}
34511|28.4032.133.106|28|{{13,0,6,23},{1,0,4,17},{13,7,26,19}}
34512|28.4032.133.107|28|{{13,14,0,27},{11,0,4,27},{25,0,1,15}}
34513|28.4032.133.108|28|{{15,21,0,1},{13,0,14,27},{25,0,12,17}}
34514|28.4032.133.109|28|{{27,21,26,5},{1,14,24,13},{1,7,24,27}}
34416|28.4032.133.11|28|{{8,7,11,3},{15,0,0,1}}
34515|28.4032.133.110|28|{{19,14,23,13},{19,14,20,1},{27,14,25,1}}
34516|28.4032.133.111|28|{{11,7,12,17},{19,7,14,5},{11,14,12,3}}
34517|28.4032.133.112|28|{{15,7,10,13},{13,21,24,11},{13,7,0,27}}
34518|28.4032.133.113|28|{{13,0,14,27},{17,21,24,15},{17,7,20,27}}
34519|28.4032.133.114|28|{{5,7,0,19},{15,21,14,1},{11,7,26,17}}
34520|28.4032.133.115|28|{{13,0,10,11},{27,21,20,9},{27,21,8,17}}
34521|28.4032.133.116|28|{{19,0,6,1},{5,7,20,15},{25,7,18,27}}
34522|28.4032.133.117|28|{{23,21,6,5},{13,7,4,15},{1,0,24,13}}
34523|28.4032.133.118|28|{{13,21,24,11},{1,21,2,23},{1,7,10,27}}
34524|28.4032.133.119|28|{{25,21,22,15},{23,21,22,13},{5,21,20,15}}
34417|28.4032.133.12|28|{{1,14,24,27},{15,21,27,18}}
34525|28.4032.133.120|28|{{25,21,14,11},{13,21,4,15},{11,14,12,3}}
34526|28.4032.133.121|28|{{4,1,9,3},{12,21,21,19},{9,4,4,5}}
34527|28.4032.133.122|28|{{20,19,17,15},{5,24,24,9},{18,7,17,17}}
34528|28.4032.133.123|28|{{6,19,19,15},{25,1,9,24},{5,24,20,9}}
34529|28.4032.133.124|28|{{12,7,9,9},{19,10,6,9},{15,14,14,1}}
34530|28.4032.133.125|28|{{23,4,8,19},{24,21,11,25},{19,10,10,9}}
34531|28.4032.133.126|28|{{4,1,1,3},{27,14,14,13},{11,7,3,24}}
34532|28.4032.133.127|28|{{27,17,19,8},{13,22,22,19}}
34533|28.4032.133.128|28|{{10,7,25,11},{24,25,7,11}}
34534|28.4032.133.129|28|{{10,5,19,19},{25,3,21,24}}
34418|28.4032.133.13|28|{{15,0,10,13},{8,7,1,5}}
34535|28.4032.133.130|28|{{1,6,6,23},{8,11,9,13}}
34536|28.4032.133.131|28|{{17,20,12,25},{19,14,14,5},{17,0,4,25}}
34537|28.4032.133.132|28|{{19,17,24,9},{11,21,0,25},{5,24,20,9}}
34538|28.4032.133.133|28|{{1,0,20,13},{1,16,16,13},{23,0,12,5}}
34539|28.4032.133.134|28|{{3,0,4,11},{17,20,20,25},{19,10,10,9}}
34540|28.4032.133.135|28|{{27,12,24,15},{5,24,24,9},{11,1,8,17}}
34541|28.4032.133.136|28|{{15,16,16,13},{9,18,8,19},{23,0,0,9}}
34542|28.4032.133.137|28|{{3,0,18,11},{5,24,24,9},{13,12,10,15}}
34543|28.4032.133.138|28|{{17,14,18,25},{27,12,24,1},{23,0,12,5}}
34544|28.4032.133.139|28|{{11,0,0,25},{23,4,4,5},{11,22,2,17}}
34419|28.4032.133.14|28|{{8,7,27,11},{1,7,1,26}}
34545|28.4032.133.140|28|{{3,0,0,17},{13,12,12,1},{5,24,6,9}}
34546|28.4032.133.141|28|{{17,20,20,25},{19,10,20,9},{19,24,24,9}}
34547|28.4032.133.142|28|{{15,0,6,13},{11,8,2,17},{23,14,14,9}}
34548|28.4032.133.143|28|{{11,0,0,25},{11,14,10,3},{13,26,10,15}}
34549|28.4032.133.144|28|{{3,0,4,11},{5,0,16,23},{1,16,4,27}}
34550|28.4032.133.145|28|{{15,2,4,27},{15,21,0,1},{23,14,12,19}}
34551|28.4032.133.146|28|{{5,10,20,9},{1,16,16,13},{11,15,16,17}}
34552|28.4032.133.147|28|{{9,4,8,5},{25,22,22,3},{15,14,14,1}}
34553|28.4032.133.148|28|{{1,16,4,13},{3,13,12,25},{27,0,8,15}}
34554|28.4032.133.149|28|{{1,18,18,11},{17,4,0,25}}
34420|28.4032.133.15|28|{{15,0,14,15},{9,14,22,13},{15,0,0,1},{15,14,0,15}}
34555|28.4032.133.150|28|{{27,26,10,1},{17,26,26,19}}
34556|28.4032.133.151|28|{{5,0,16,9},{10,25,21,18}}
34557|28.4032.133.152|28|{{6,1,1,26},{23,0,12,19}}
34558|28.4032.133.153|28|{{25,22,8,3},{23,18,4,19},{15,16,4,13}}
34559|28.4032.133.154|28|{{13,12,24,1},{19,24,20,9},{11,0,10,3}}
34560|28.4032.133.155|28|{{11,22,2,17},{3,0,4,25},{5,10,6,9}}
34561|28.4032.133.156|28|{{9,4,8,5},{17,0,18,11},{23,18,4,19}}
34562|28.4032.133.157|28|{{27,12,26,1},{25,8,16,17},{11,8,16,17}}
34563|28.4032.133.158|28|{{13,26,12,1},{15,16,4,13},{5,24,20,9}}
34564|28.4032.133.159|28|{{25,22,22,3},{11,0,0,25},{1,16,4,13}}
34421|28.4032.133.16|28|{{9,14,8,13},{15,0,14,15},{15,0,0,1},{15,14,0,15}}
34565|28.4032.133.160|28|{{11,22,8,17},{17,20,6,25},{1,0,6,13}}
34566|28.4032.133.161|28|{{13,12,24,1},{1,9,16,27},{3,6,20,11}}
34567|28.4032.133.162|28|{{23,11,4,5},{17,14,4,25},{3,21,0,17}}
34568|28.4032.133.163|28|{{11,22,16,3},{15,0,0,1},{19,10,10,23}}
34569|28.4032.133.164|28|{{23,18,8,19},{1,0,20,27},{3,14,18,11}}
34570|28.4032.133.165|28|{{11,8,2,3},{1,14,20,13},{1,16,18,27}}
34571|28.4032.133.166|28|{{11,14,14,25},{23,4,8,5},{13,12,26,1}}
34572|28.4032.133.167|28|{{9,14,12,5},{9,4,18,5},{15,2,18,13}}
34573|28.4032.133.168|28|{{11,14,10,3},{17,20,6,25},{1,2,4,27}}
34574|28.4032.133.169|28|{{11,22,8,17},{17,6,26,25},{23,0,0,9}}
34422|28.4032.133.17|28|{{15,0,14,15},{23,14,20,19},{15,0,0,1},{15,14,0,15}}
34575|28.4032.133.170|28|{{11,0,0,25},{1,2,16,13},{25,8,2,3}}
34576|28.4032.133.171|28|{{1,2,2,13},{23,0,0,9},{27,0,22,1}}
34577|28.4032.133.172|28|{{27,26,10,15},{13,12,26,15},{17,20,12,11}}
34578|28.4032.133.173|28|{{19,10,6,23},{19,0,2,9},{15,0,0,1}}
34579|28.4032.133.174|28|{{25,8,22,3},{27,12,26,15},{11,22,2,3}}
34580|28.4032.133.175|28|{{1,16,18,27},{25,14,24,3},{15,2,2,13}}
34581|28.4032.133.176|28|{{11,8,16,17},{27,0,22,15},{23,14,14,9}}
34582|28.4032.133.177|28|{{3,0,0,17},{17,20,6,11},{17,6,12,11}}
34583|28.4032.133.178|28|{{11,22,2,17},{13,26,10,1},{13,0,22,15}}
34584|28.4032.133.179|28|{{1,14,20,13},{23,4,8,19},{19,14,16,9}}
34423|28.4032.133.18|28|{{15,0,14,15},{9,0,6,5},{15,0,0,1},{15,14,0,15}}
34585|28.4032.133.180|28|{{11,0,0,25},{1,0,20,27},{23,4,18,19}}
34586|28.4032.133.181|28|{{3,0,4,11},{11,0,0,25},{19,10,20,23}}
34587|28.4032.133.182|28|{{27,0,8,15},{23,4,18,5},{9,0,12,19}}
